0,1,2,3,4,5,6
0.949326,1.540975,2.12437,0.000452,0.000793,0.006217,3.9484242000000005e-05
0.947523,1.538548,5.286904,-0.00014,-0.00023799999999999998,0.006137,3.7739013e-05
3.663182,-0.026088999999999998,2.1276450000000002,0.001917,2e-06,0.007455,5.9251918e-05
3.657255,-0.026215,5.289418,-0.0006799999999999999,1.1e-05,0.007370000000000001,5.477942100000001e-05
6.3778760000000005,-1.594475,2.135995,0.0029649999999999998,-0.000509,0.010653,0.00012253671499999998
6.368638,-1.591715,5.296917,-0.000964,7.6e-05,0.010534,0.000111900228
9.093946,-3.163853,2.149007,0.0032409999999999995,-0.000611,0.014634999999999999,0.00022506062699999998
9.083038,-3.158678,5.308123,-0.000967,-3.3e-05,0.014558000000000001,0.00021287154200000006
11.810915,-4.733572000000001,2.162716,0.002516,-0.000244,0.017994,0.000330173828
11.802083,-4.727858,5.320439,-0.000754,-0.00023799999999999998,0.018082,0.00032758388400000004
14.527762,-6.303052,2.171494,0.0012050000000000001,0.00043200000000000004,0.019841,0.00039530393000000003
14.525089999999999,-6.299197,5.328501,-0.000465,-0.00045599999999999997,0.020052,0.000402506865
17.244522,-7.871664999999999,2.1713139999999997,-0.00023500000000000002,0.001263,0.019836000000000003,0.00039511729000000015
17.249587,-7.871886,5.328269000000001,-0.00015900000000000002,-0.000633,0.020046,0.00040226808600000004
19.961968,-9.439964,2.1621240000000004,-0.0014730000000000001,0.002061,0.017979,0.00032966189099999994
19.972137,-9.444075,5.319658,0.000172,-0.0007740000000000001,0.018067,0.000327045149
22.679679,-11.008242,2.147714,-0.002149,0.0025050000000000003,0.014618,0.00022457915000000003
22.690685000000002,-11.013975,5.306954,0.00045099999999999996,-0.0008550000000000001,0.014541,0.000212375107
25.397007000000002,-12.576027,2.134662,-0.0019199999999999998,0.002318,0.01064,0.000122269124
25.404632,-12.58135,5.295319,0.000538,-0.000802,0.010523999999999999,0.00011168722399999996
28.112806,-14.142752,2.126582,-0.0009550000000000001,0.0016649999999999998,0.007456,5.9276185999999995e-05
