     -26.655            0
    -26.5407            0
    -26.4264            0
    -26.3122            0
    -26.1979            0
    -26.0837            0
    -25.9694            0
    -25.8552            0
    -25.7409            0
    -25.6267            0
    -25.5124            0
    -25.3982            0
    -25.2839            0
    -25.1697            0
    -25.0554            0
    -24.9411            0
    -24.8269            0
    -24.7126            0
    -24.5984       0.0001
    -24.4841       0.0006
    -24.3699       0.0006
    -24.2556        0.001
    -24.1414       0.0012
    -24.0271       0.0014
    -23.9129       0.0016
    -23.7986       0.0016
    -23.6843       0.0017
    -23.5701       0.0017
    -23.4558       0.0017
    -23.3416       0.0017
    -23.2273       0.0009
    -23.1131       0.0002
    -22.9988            0
    -22.8846            0
    -22.7703            0
    -22.6561            0
    -22.5418            0
    -22.4276            0
    -22.3133            0
     -22.199            0
    -22.0848            0
    -21.9705            0
    -21.8563            0
     -21.742            0
    -21.6278            0
    -21.5135            0
    -21.3993            0
     -21.285            0
    -21.1708            0
    -21.0565            0
    -20.9423            0
     -20.828            0
    -20.7137            0
    -20.5995            0
    -20.4852            0
     -20.371            0
    -20.2567            0
    -20.1425            0
    -20.0282            0
     -19.914            0
    -19.7997            0
    -19.6855            0
    -19.5712            0
    -19.4569            0
    -19.3427            0
    -19.2284            0
    -19.1142            0
    -18.9999            0
    -18.8857            0
    -18.7714            0
    -18.6572            0
    -18.5429            0
    -18.4287            0
    -18.3144            0
    -18.2002            0
    -18.0859            0
    -17.9716            0
    -17.8574            0
    -17.7431            0
    -17.6289            0
    -17.5146            0
    -17.4004            0
    -17.2861            0
    -17.1719            0
    -17.0576            0
    -16.9434            0
    -16.8291            0
    -16.7149            0
    -16.6006            0
    -16.4863            0
    -16.3721            0
    -16.2578            0
    -16.1436            0
    -16.0293            0
    -15.9151            0
    -15.8008            0
    -15.6866            0
    -15.5723            0
    -15.4581            0
    -15.3438            0
    -15.2295            0
    -15.1153            0
     -15.001            0
    -14.8868            0
    -14.7725            0
    -14.6583            0
     -14.544            0
    -14.4298            0
    -14.3155            0
    -14.2013            0
     -14.087            0
    -13.9728            0
    -13.8585            0
    -13.7442            0
      -13.63            0
    -13.5157            0
    -13.4015            0
    -13.2872            0
     -13.173            0
    -13.0587            0
    -12.9445            0
    -12.8302            0
     -12.716            0
    -12.6017            0
    -12.4875            0
    -12.3732            0
    -12.2589            0
    -12.1447            0
    -12.0304            0
    -11.9162            0
    -11.8019            0
    -11.6877       0.0007
    -11.5734       0.0018
    -11.4592        0.003
    -11.3449       0.0039
    -11.2307       0.0049
    -11.1164       0.0058
    -11.0021        0.008
    -10.8879       0.0107
    -10.7736       0.0132
    -10.6594       0.0154
    -10.5451       0.0178
    -10.4309       0.0203
    -10.3166       0.0229
    -10.2024       0.0335
    -10.0881       0.0449
    -9.97386        0.057
    -9.85956       0.0728
    -9.74536       0.0947
    -9.63106       0.1183
    -9.51676       0.1438
    -9.40256       0.1843
    -9.28826       0.8765
    -9.17406       0.5336
    -9.05976       0.2696
    -8.94556       0.2628
    -8.83126        0.253
    -8.71706       0.2401
    -8.60276       0.1049
    -8.48856       0.2164
    -8.37426       0.3442
    -8.26006       0.4811
    -8.14576       0.9836
    -8.03146       0.6356
    -7.91726       0.5363
    -7.80296       1.1453
    -7.68876       0.0094
    -7.57446       0.0235
    -7.46026       0.0376
    -7.34596       0.0517
    -7.23176       0.0658
    -7.11746        0.081
    -7.00326       0.1035
    -6.88896        0.127
    -6.77466       0.1536
    -6.66046       0.1812
    -6.54616       0.3595
    -6.43196       0.4003
    -6.31766       0.4261
    -6.20346       0.8081
    -6.08916        0.657
    -5.97496        0.046
    -5.86066       0.0433
    -5.74646       0.3854
    -5.63216       0.5537
    -5.51796       0.6096
    -5.40366        0.721
    -5.28936       0.7048
    -5.17516       0.8551
    -5.06086       0.8594
    -4.94666         0.64
    -4.83236       0.3679
    -4.71816        0.883
    -4.60386       0.7581
    -4.48966       0.3926
    -4.37536       0.5653
    -4.26116       1.4516
    -4.14686       1.8681
    -4.03266       0.1948
    -3.91836       0.1239
    -3.80406        1.095
    -3.68986       0.3202
    -3.57556       0.1641
    -3.46136        0.099
    -3.34706       0.1144
    -3.23286       0.1161
    -3.11856        0.143
    -3.00436       0.0531
    -2.89006       0.1208
    -2.77586       0.1214
    -2.66156       0.0501
    -2.54736       0.1625
    -2.43306        0.211
    -2.31876       0.1791
    -2.20456       0.1321
    -2.09026       0.1422
    -1.97606       0.1451
    -1.86176        0.161
    -1.74756       0.1123
    -1.63326       0.0331
    -1.51906       0.0477
    -1.40476       0.0757
    -1.29056         0.06
    -1.17626       0.0413
    -1.06196       0.0335
   -0.947763       0.0283
   -0.833463       0.0217
   -0.719263       0.0213
   -0.604963       0.0182
   -0.490763       0.0209
   -0.376463       0.0373
   -0.262263       0.0392
   -0.147963       0.0444
  -0.0337631       0.0217
   0.0805369       0.0299
    0.194737       0.0566
    0.309037       0.0903
    0.423337       0.0931
    0.537537       0.1098
    0.651837       0.1592
    0.766037       0.1979
    0.880337       0.2224
    0.994537       0.1966
     1.10884       0.1697
     1.22304       0.1414
     1.33734       0.1092
     1.45154        0.086
     1.56584        0.078
     1.68004       0.0948
     1.79434       0.1098
     1.90864        0.125
     2.02284       1.7959
     2.13714       0.3381
     2.25134       0.2109
     2.36564       0.1885
     2.47984       0.1883
     2.59414       0.1762
     2.70834       0.4278
     2.82264       0.5158
     2.93684       0.3827
     3.05114       0.2394
     3.16544       0.1928
     3.27964       0.1829
     3.39394       0.1726
     3.50814       0.2043
     3.62244       0.1225
     3.73664       0.1161
     3.85094       0.1711
     3.96514       0.2528
     4.07944       0.3095
     4.19364       0.4499
     4.30794       0.7639
     4.42214       0.9648
     4.53644       0.9945
     4.65074       1.0255
     4.76494       1.0597
     4.87924       1.1105
     4.99344        0.681
     5.10774       0.4717
     5.22194        0.266
     5.33624        0.022
     5.45044       0.0131
     5.56474       0.0042
     5.67894            0
     5.79324            0
     5.90744            0
     6.02174            0
     6.13604            0
     6.25024            0
     6.36454            0
     6.47874            0
     6.59304            0
     6.70724            0
     6.82154            0
     6.93574            0
     7.05004            0
     7.16424            0
     7.27854            0
     7.39284            0
     7.50704            0
     7.62134            0

     -26.655            0
    -26.5407            0
    -26.4264            0
    -26.3122            0
    -26.1979            0
    -26.0837            0
    -25.9694            0
    -25.8552            0
    -25.7409            0
    -25.6267            0
    -25.5124            0
    -25.3982            0
    -25.2839            0
    -25.1697            0
    -25.0554            0
    -24.9411            0
    -24.8269            0
    -24.7126            0
    -24.5984            0
    -24.4841            0
    -24.3699            0
    -24.2556            0
    -24.1414            0
    -24.0271            0
    -23.9129            0
    -23.7986            0
    -23.6843            0
    -23.5701            0
    -23.4558            0
    -23.3416            0
    -23.2273            0
    -23.1131            0
    -22.9988            0
    -22.8846            0
    -22.7703            0
    -22.6561            0
    -22.5418            0
    -22.4276            0
    -22.3133            0
     -22.199            0
    -22.0848            0
    -21.9705            0
    -21.8563            0
     -21.742            0
    -21.6278            0
    -21.5135            0
    -21.3993            0
     -21.285            0
    -21.1708            0
    -21.0565            0
    -20.9423            0
     -20.828            0
    -20.7137            0
    -20.5995            0
    -20.4852            0
     -20.371            0
    -20.2567            0
    -20.1425            0
    -20.0282            0
     -19.914            0
    -19.7997            0
    -19.6855            0
    -19.5712            0
    -19.4569            0
    -19.3427            0
    -19.2284            0
    -19.1142            0
    -18.9999            0
    -18.8857            0
    -18.7714            0
    -18.6572            0
    -18.5429            0
    -18.4287            0
    -18.3144            0
