Celeste Young

200 atoms
1 atom types

  0.000  25.220 xlo xhi
  0.000  21.841 ylo yhi
  0.000  20.000 zlo zhi
 12.610   0.000   0.000 xy xz yz
Masses

1 12.0107
Atoms

189 1  29.003   9.465  10.000
190 1  29.003  10.921  10.000
191 1  30.264  11.649  10.000
192 1  30.264  13.105  10.000
193 1  31.525  13.833  10.000
194 1  31.525  15.289  10.000
195 1  32.786  16.017  10.000
196 1  32.786  17.473  10.000
197 1  34.047  18.201  10.000
198 1  34.047  19.657  10.000
199 1  35.308  20.385  10.000
