Celeste Young

200 atoms
1 atom types

  0.000  25.220 xlo xhi
  0.000  21.841 ylo yhi
  0.000  20.000 zlo zhi
 12.610   0.000   0.000 xy xz yz
Masses

1 12.0107
Atoms

0 1   0.000   0.000  10.000
1 1   1.261   0.728  10.000
2 1   1.261   2.184  10.000
3 1   2.522   2.912  10.000
4 1   2.522   4.368  10.000
5 1   3.783   5.096  10.000
6 1   3.783   6.552  10.000
7 1   5.044   7.280  10.000
8 1   5.044   8.736  10.000
9 1   6.305   9.465  10.000
10 1   6.305  10.921  10.000
11 1   7.566  11.649  10.000
12 1   7.566  13.105  10.000
13 1   8.827  13.833  10.000
14 1   8.827  15.289  10.000
15 1  10.088  16.017  10.000
16 1  10.088  17.473  10.000
17 1  11.349  18.201  10.000
18 1  11.349  19.657  10.000
19 1  12.610  20.385  10.000
20 1   2.522   0.000  10.000
21 1   3.783   0.728  10.000
22 1   3.783   2.184  10.000
23 1   5.044   2.912  10.000
24 1   5.044   4.368  10.000
25 1   6.305   5.096  10.000
26 1   6.305   6.552  10.000
27 1   7.566   7.280  10.000
28 1   7.566   8.736  10.000
29 1   8.827   9.465  10.000
30 1   8.827  10.921  10.000
31 1  10.088  11.649  10.000
32 1  10.088  13.105  10.000
33 1  11.349  13.833  10.000
34 1  11.349  15.289  10.000
35 1  12.610  16.017  10.000
36 1  12.610  17.473  10.000
37 1  13.871  18.201  10.000
38 1  13.871  19.657  10.000
39 1  15.132  20.385  10.000
40 1   5.044   0.000  10.000
41 1   6.305   0.728  10.000
42 1   6.305   2.184  10.000
43 1   7.566   2.912  10.000
44 1   7.566   4.368  10.000
45 1   8.827   5.096  10.000
46 1   8.827   6.552  10.000
47 1  10.088   7.280  10.000
48 1  10.088   8.736  10.000
49 1  11.349   9.465  10.000
50 1  11.349  10.921  10.000
51 1  12.610  11.649  10.000
52 1  12.610  13.105  10.000
53 1  13.871  13.833  10.000
54 1  13.871  15.289  10.000
55 1  15.132  16.017  10.000
56 1  15.132  17.473  10.000
57 1  16.393  18.201  10.000
58 1  16.393  19.657  10.000
59 1  17.654  20.385  10.000
60 1   7.566   0.000  10.000
61 1   8.827   0.728  10.000
62 1   8.827   2.184  10.000
63 1  10.088   2.912  10.000
64 1  10.088   4.368  10.000
65 1  11.349   5.096  10.000
66 1  11.349   6.552  10.000
67 1  12.610   7.280  10.000
68 1  12.610   8.736  10.000
69 1  13.871   9.465  10.000
70 1  13.871  10.921  10.000
71 1  15.132  11.649  10.000
72 1  15.132  13.105  10.000
73 1  16.393  13.833  10.000
74 1  16.393  15.289  10.000
75 1  17.654  16.017  10.000
76 1  17.654  17.473  10.000
77 1  18.915  18.201  10.000
78 1  18.915  19.657  10.000
79 1  20.176  20.385  10.000
80 1  10.088   0.000  10.000
81 1  11.349   0.728  10.000
82 1  11.349   2.184  10.000
83 1  12.610   2.912  10.000
84 1  12.610   4.368  10.000
85 1  13.871   5.096  10.000
86 1  13.871   6.552  10.000
87 1  15.132   7.280  10.000
88 1  15.132   8.736  10.000
89 1  16.393   9.465  10.000
90 1  16.393  10.921  10.000
91 1  17.654  11.649  10.000
92 1  17.654  13.105  10.000
93 1  18.915  13.833  10.000
94 1  18.915  15.289  10.000
95 1  20.176  16.017  10.000
96 1  20.176  17.473  10.000
97 1  21.437  18.201  10.000
98 1  21.437  19.657  10.000
99 1  22.698  20.385  10.000
100 1  12.610   0.000  10.000
101 1  13.871   0.728  10.000
102 1  13.871   2.184  10.000
103 1  15.132   2.912  10.000
104 1  15.132   4.368  10.000
105 1  16.393   5.096  10.000
106 1  16.393   6.552  10.000
107 1  17.654   7.280  10.000
108 1  17.654   8.736  10.000
109 1  18.915   9.465  10.000
110 1  18.915  10.921  10.000
111 1  20.176  11.649  10.000
112 1  20.176  13.105  10.000
113 1  21.437  13.833  10.000
114 1  21.437  15.289  10.000
115 1  22.698  16.017  10.000
116 1  22.698  17.473  10.000
117 1  23.959  18.201  10.000
118 1  23.959  19.657  10.000
119 1  25.220  20.385  10.000
120 1  15.132   0.000  10.000
121 1  16.393   0.728  10.000
122 1  16.393   2.184  10.000
123 1  17.654   2.912  10.000
124 1  17.654   4.368  10.000
125 1  18.915   5.096  10.000
126 1  18.915   6.552  10.000
127 1  20.176   7.280  10.000
128 1  20.176   8.736  10.000
129 1  21.437   9.465  10.000
130 1  21.437  10.921  10.000
131 1  22.698  11.649  10.000
132 1  22.698  13.105  10.000
133 1  23.959  13.833  10.000
134 1  23.959  15.289  10.000
135 1  25.220  16.017  10.000
136 1  25.220  17.473  10.000
137 1  26.481  18.201  10.000
138 1  26.481  19.657  10.000
139 1  27.742  20.385  10.000
140 1  17.654   0.000  10.000
141 1  18.915   0.728  10.000
142 1  18.915   2.184  10.000
143 1  20.176   2.912  10.000
144 1  20.176   4.368  10.000
145 1  21.437   5.096  10.000
146 1  21.437   6.552  10.000
147 1  22.698   7.280  10.000
148 1  22.698   8.736  10.000
149 1  23.959   9.465  10.000
150 1  23.959  10.921  10.000
151 1  25.220  11.649  10.000
152 1  25.220  13.105  10.000
153 1  26.481  13.833  10.000
154 1  26.481  15.289  10.000
155 1  27.742  16.017  10.000
156 1  27.742  17.473  10.000
157 1  29.003  18.201  10.000
158 1  29.003  19.657  10.000
159 1  30.264  20.385  10.000
160 1  20.176   0.000  10.000
161 1  21.437   0.728  10.000
162 1  21.437   2.184  10.000
163 1  22.698   2.912  10.000
164 1  22.698   4.368  10.000
165 1  23.959   5.096  10.000
166 1  23.959   6.552  10.000
167 1  25.220   7.280  10.000
168 1  25.220   8.736  10.000
169 1  26.481   9.465  10.000
170 1  26.481  10.921  10.000
171 1  27.742  11.649  10.000
172 1  27.742  13.105  10.000
173 1  29.003  13.833  10.000
174 1  29.003  15.289  10.000
175 1  30.264  16.017  10.000
176 1  30.264  17.473  10.000
177 1  31.525  18.201  10.000
178 1  31.525  19.657  10.000
179 1  32.786  20.385  10.000
180 1  22.698   0.000  10.000
181 1  23.959   0.728  10.000
182 1  23.959   2.184  10.000
183 1  25.220   2.912  10.000
184 1  25.220   4.368  10.000
185 1  26.481   5.096  10.000
186 1  26.481   6.552  10.000
187 1  27.742   7.280  10.000
188 1  27.742   8.736  10.000
