  0.00000000E+00 -0.73398142E+01
  0.50633664E-01 -0.73559288E+01
  0.10126733E+00 -0.73631599E+01
  0.15190099E+00 -0.73618093E+01
  0.20253466E+00 -0.73527343E+01
  0.25316832E+00 -0.73372768E+01
  0.30380198E+00 -0.73171866E+01
  0.35443565E+00 -0.72944670E+01
  0.40506931E+00 -0.72712686E+01
  0.45570298E+00 -0.72499521E+01
  0.50633664E+00 -0.72332160E+01
  0.55697030E+00 -0.72240761E+01
  0.60760397E+00 -0.72255596E+01
  0.65823763E+00 -0.72604386E+01
  0.70887130E+00 -0.72989260E+01
  0.75950496E+00 -0.73138877E+01
  0.81013863E+00 -0.73491344E+01
  0.86077229E+00 -0.73893965E+01
  0.91140595E+00 -0.74198400E+01
  0.96203962E+00 -0.74351885E+01
  0.10126733E+01 -0.74323514E+01
  0.10633069E+01 -0.74103666E+01
  0.11139406E+01 -0.73701963E+01
  0.11645743E+01 -0.73145476E+01
  0.12152079E+01 -0.72478938E+01
  0.12658416E+01 -0.71768684E+01
  0.13164753E+01 -0.71109106E+01
  0.13671089E+01 -0.70622450E+01
  0.14177426E+01 -0.70432089E+01
  0.14683763E+01 -0.70603330E+01
  0.15190099E+01 -0.71104843E+01
  0.15696436E+01 -0.71840109E+01
  0.16202773E+01 -0.72703387E+01
  0.16709109E+01 -0.73607527E+01
  0.17215446E+01 -0.74486979E+01
  0.17721782E+01 -0.75293496E+01
  0.18228119E+01 -0.75991904E+01
  0.18734456E+01 -0.76556918E+01
  0.19240792E+01 -0.76971020E+01
  0.19747129E+01 -0.77223209E+01
  0.20253466E+01 -0.77307826E+01
  0.20763427E+01 -0.77222008E+01
  0.21273389E+01 -0.76966184E+01
  0.21783351E+01 -0.76546026E+01
  0.22293313E+01 -0.75972746E+01
  0.22803274E+01 -0.75264162E+01
  0.23313236E+01 -0.74445491E+01
  0.23823198E+01 -0.73551086E+01
  0.24333160E+01 -0.72627682E+01
  0.24843121E+01 -0.71738787E+01
  0.25353083E+01 -0.70968655E+01
  0.25863045E+01 -0.70418968E+01
  0.26373007E+01 -0.70181474E+01
  0.26882968E+01 -0.70282566E+01
  0.27392930E+01 -0.70651490E+01
  0.27902892E+01 -0.71158543E+01
  0.28412854E+01 -0.71674689E+01
  0.28922815E+01 -0.72099079E+01
  0.29432777E+01 -0.72359127E+01
  0.29942739E+01 -0.72403009E+01
  0.30452701E+01 -0.72195157E+01
  0.30962662E+01 -0.72333276E+01
  0.31472624E+01 -0.73408015E+01
  0.31982586E+01 -0.74241498E+01
  0.32492548E+01 -0.74830195E+01
  0.33002509E+01 -0.75175725E+01
  0.33512471E+01 -0.75287371E+01
  0.34022433E+01 -0.75182755E+01
  0.34532395E+01 -0.74886221E+01
  0.35042356E+01 -0.74427883E+01
  0.35552318E+01 -0.73844348E+01
  0.36062280E+01 -0.73224925E+01
  0.36572242E+01 -0.74509701E+01
  0.37082203E+01 -0.75663854E+01
  0.37592165E+01 -0.76668281E+01
  0.38102127E+01 -0.77507949E+01
  0.38612089E+01 -0.78172207E+01
  0.39122050E+01 -0.78653496E+01
  0.39632012E+01 -0.78945597E+01
  0.40141974E+01 -0.79043617E+01
  0.40620417E+01 -0.78931214E+01
  0.41098860E+01 -0.78598730E+01
  0.41577303E+01 -0.78060543E+01
  0.42055747E+01 -0.77340504E+01
  0.42534190E+01 -0.76470583E+01
  0.43012633E+01 -0.75489754E+01
  0.43491076E+01 -0.74445497E+01
  0.43969519E+01 -0.73398142E+01
  
  0.00000000E+00 -0.63089632E+01
  0.50633664E-01 -0.63388863E+01
  0.10126733E+00 -0.63726371E+01
  0.15190099E+00 -0.64134368E+01
  0.20253466E+00 -0.64653045E+01
  0.25316832E+00 -0.65318754E+01
  0.30380198E+00 -0.66145833E+01
  0.35443565E+00 -0.67113762E+01
  0.40506931E+00 -0.68171085E+01
  0.45570298E+00 -0.69251231E+01
  0.50633664E+00 -0.70287382E+01
  0.55697030E+00 -0.71221128E+01
  0.60760397E+00 -0.72005580E+01
  0.65823763E+00 -0.72399851E+01
  0.70887130E+00 -0.72677425E+01
  0.75950496E+00 -0.73060896E+01
  0.81013863E+00 -0.73039290E+01
  0.86077229E+00 -0.72684071E+01
  0.91140595E+00 -0.72073650E+01
  0.96203962E+00 -0.71214838E+01
  0.10126733E+01 -0.70120786E+01
  0.10633069E+01 -0.68810682E+01
  0.11139406E+01 -0.67309385E+01
  0.11645743E+01 -0.65647978E+01
  0.12152079E+01 -0.63865318E+01
  0.12658416E+01 -0.62009358E+01
  0.13164753E+01 -0.60136422E+01
  0.13671089E+01 -0.59127544E+01
  0.14177426E+01 -0.58899754E+01
  0.14683763E+01 -0.58299233E+01
  0.15190099E+01 -0.57334465E+01
  0.15696436E+01 -0.56088946E+01
  0.16202773E+01 -0.54666246E+01
  0.16709109E+01 -0.53161830E+01
  0.17215446E+01 -0.51659662E+01
  0.17721782E+01 -0.50234988E+01
  0.18228119E+01 -0.48955229E+01
  0.18734456E+01 -0.47880158E+01
  0.19240792E+01 -0.47063076E+01
  0.19747129E+01 -0.46550220E+01
  0.20253466E+01 -0.46375102E+01
  0.20763427E+01 -0.46552713E+01
  0.21273389E+01 -0.47072601E+01
  0.21783351E+01 -0.47900014E+01
  0.22293313E+01 -0.48986986E+01
  0.22803274E+01 -0.50278362E+01
  0.23313236E+01 -0.51712473E+01
  0.23823198E+01 -0.53219762E+01
  0.24333160E+01 -0.54722363E+01
  0.24843121E+01 -0.56132830E+01
  0.25353083E+01 -0.57350723E+01
  0.25863045E+01 -0.58265538E+01
  0.26373007E+01 -0.58784908E+01
  0.26882968E+01 -0.58889898E+01
  0.27392930E+01 -0.59565376E+01
  0.27902892E+01 -0.61710066E+01
  0.28412854E+01 -0.63836234E+01
  0.28922815E+01 -0.65871887E+01
  0.29432777E+01 -0.67770215E+01
  0.29942739E+01 -0.69497054E+01
  0.30452701E+01 -0.71025050E+01
  0.30962662E+01 -0.71715998E+01
  0.31472624E+01 -0.70963578E+01
  0.31982586E+01 -0.69959793E+01
  0.32492548E+01 -0.68775667E+01
  0.33002509E+01 -0.67619272E+01
  0.33512471E+01 -0.67053541E+01
  0.34022433E+01 -0.67636557E+01
  0.34532395E+01 -0.68909427E+01
  0.35042356E+01 -0.70370772E+01
  0.35552318E+01 -0.71833338E+01
  0.36062280E+01 -0.73178457E+01
  0.36572242E+01 -0.72476165E+01
  0.37082203E+01 -0.71782517E+01
  0.37592165E+01 -0.71138863E+01
  0.38102127E+01 -0.70580169E+01
  0.38612089E+01 -0.70131424E+01
  0.39122050E+01 -0.69806185E+01
  0.39632012E+01 -0.69609796E+01
  0.40141974E+01 -0.69544140E+01
  0.40620417E+01 -0.69431897E+01
  0.41098860E+01 -0.69097256E+01
  0.41577303E+01 -0.68546752E+01
  0.42055747E+01 -0.67791701E+01
  0.42534190E+01 -0.66847902E+01
  0.43012633E+01 -0.65734771E+01
  0.43491076E+01 -0.64474257E+01
  0.43969519E+01 -0.63089632E+01
  
  0.00000000E+00 -0.59983537E+01
  0.50633664E-01 -0.59970197E+01
  0.10126733E+00 -0.59866158E+01
  0.15190099E+00 -0.59668803E+01
  0.20253466E+00 -0.59377901E+01
  0.25316832E+00 -0.58997481E+01
  0.30380198E+00 -0.58539395E+01
  0.35443565E+00 -0.58028456E+01
  0.40506931E+00 -0.57511544E+01
  0.45570298E+00 -0.57078107E+01
  0.50633664E+00 -0.56895729E+01
  0.55697030E+00 -0.57179328E+01
  0.60760397E+00 -0.57921630E+01
  0.65823763E+00 -0.58810576E+01
  0.70887130E+00 -0.59563656E+01
  0.75950496E+00 -0.60053115E+01
  0.81013863E+00 -0.60260251E+01
  0.86077229E+00 -0.60224169E+01
  0.91140595E+00 -0.60008157E+01
  0.96203962E+00 -0.59683156E+01
  0.10126733E+01 -0.59321692E+01
  0.10633069E+01 -0.58994390E+01
  0.11139406E+01 -0.58763912E+01
  0.11645743E+01 -0.58673547E+01
  0.12152079E+01 -0.58731580E+01
  0.12658416E+01 -0.58897512E+01
  0.13164753E+01 -0.59076467E+01
