X,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360
682.333,757.875,754.25,751,754,752.75,751.625,752.375,752.25,755,754.125,751.75,754.25,755.25,753.125,753,752.875,751.875,750.5,753.125,754.25,756.5,754.5,756.5,753.25,755.875
682.603,759,754.875,758.75,753.375,756.875,757.125,754.5,752.813,755.375,759.375,754.875,760.125,758.375,753.313,752.563,755.625,754.875,759.375,756.625,757.375,757,761,757,762.875,754.125
682.872,755.25,755.5,755,754.375,754.875,753.375,756.75,753.375,755.75,757.25,758,758.5,757.25,753.5,752.125,755.375,753.625,755.75,754.5,753.75,757.5,758,757.5,756.625,752.375
683.142,755.75,753.5,751.875,754.75,752.125,750.5,751,753.5,751.875,755.375,753.875,755,755.75,753.25,753,753.125,753.375,751.875,754.25,752.375,756.625,755.25,756.625,758,754.125
683.411,756.25,757.5,755.75,754.75,753.625,750.125,753.625,755.25,755,757.25,756.125,755.375,757.25,753,752.625,753.375,752.625,753,753.25,754.625,757.5,757.25,757.5,756,753.313
683.681,751.625,752.375,751.25,751.625,749,750,751.625,750.375,753.75,752.75,754.75,754.625,749.75,752.75,752,749.5,752.125,748,750.5,753,753.875,756.25,753.875,751.75,752.5
683.95,752.25,752.25,754.75,751.625,754.375,754.5,755.125,750.313,752.5,756.25,758.625,759.625,756.375,753.625,753.25,751.75,755.625,752.875,753.25,754.5,758.25,756.25,758.25,755.25,754.75
684.22,752.25,752.125,752,751.5,750.5,748.75,748.75,750.25,751.375,750.375,753,755.75,753.875,751.875,754.5,749,751,749.5,752.875,750,756.875,751.125,756.875,752,754.75
684.489,755.125,753.625,755.375,751.875,750.5,752.25,751.75,750.125,754.375,755.625,756,755.25,752.25,751.875,752,753.125,750.375,750.25,749.875,751.875,757.5,757.125,757.5,756.125,755.125
684.759,757.5,754.688,757,753.25,754,753.125,754.125,750.25,754.875,757.5,757.625,755.375,758.875,754.25,752.375,752.5,753.25,753.625,754.5,753.438,755.875,756.5,755.875,758.625,756.25
685.028,755.75,755.75,753.625,754,752.125,752.25,751,750.375,750.625,755.75,756.75,755,756.875,756,752.75,751.625,753.625,752.125,754.625,755,753.5,754.625,753.5,757,753.25
685.298,754.375,752.5,751.125,752.375,754.375,747.625,752.375,752.875,756.25,753.75,758.125,753.75,755.25,755.625,752.875,755.125,752.25,754,750.375,750.625,755.75,755.5,755.75,755.25,753.5
685.567,757.75,755.375,756.625,752.375,753.25,753.625,754,752.875,754.75,757.25,757.438,757.625,758.875,755.25,752.625,757.375,754.625,757.75,756.375,754.875,760.375,758.375,760.375,760.875,755.875
685.837,753.875,753.375,752.625,752.375,751.25,751.75,752.25,752.875,752.75,753.125,756.75,756,755.625,754.875,752.375,747.75,753.125,750.5,750.75,751.25,756.625,754.375,756.625,767.875,755.5
686.106,756.5,755.5,754.125,753.125,755.5,752.625,751.625,755.875,759.375,753.375,757.125,756.75,757.75,755.375,754.25,754.875,752.375,750.5,753.75,755.125,756.875,757.875,756.875,1010,757
686.376,752.5,757.625,753.75,753.375,752.625,753.125,751.875,751.25,756,756.25,754.5,755.625,755.625,755.25,754.375,755,754.375,751.625,751.875,753.875,757.438,753.875,757.438,812.75,756.5
686.645,754.125,753.375,752.125,752.375,752.125,752.5,750.875,755.75,757.5,756.25,754.813,756.75,754.875,753.875,754.25,753.5,753.25,753.5,754,754.125,758,752.25,758,759.375,756.75
686.915,754.625,753.813,754.5,752.875,751.625,752.875,751.375,754,754.75,756.5,755.125,758,755.375,752.25,755.375,755.125,754.125,752.25,752.375,755,756.875,755.375,756.875,757.625,757.875
687.184,756.875,754.25,755.5,753.375,751.75,753.625,750.875,752.125,753.375,755.875,753.375,757.375,755.375,753.625,752.5,752,753.5,750.5,754.75,751.5,756.875,752.75,756.875,755.125,752.125
687.454,753.625,754.125,753.75,753.25,751.625,752.5,750.375,752.75,753.5,754.5,756.375,758.5,753.75,755,754,751.25,750.75,750.875,750.375,752.375,755.875,754.5,755.875,756,754
687.723,754.875,753.563,752.375,751.125,753.125,750.25,752.625,751.938,752.813,754.625,757.625,754.5,755.875,755.125,754.375,753.875,751.125,750.75,754.75,752.063,758,758.625,758,756,756.75
687.992,753.5,753,751,751.25,753.625,749.375,749.5,751.125,752.125,754.375,756.25,753.875,755.125,751.125,749.625,752.625,748.5,752.875,748.625,751.75,753,755.25,753,755.375,754.25
688.262,755,754.125,754.625,751.625,754,752.375,755.125,751.375,753.875,755.125,755.5,755.5,755.125,753.875,757.125,752.75,752.125,752.375,753.125,754,756.25,757.25,756.25,757.75,755.125
688.531,754.125,756,753.375,753.625,753.625,752.25,751.75,752,754.125,755.5,754.625,755.75,754.875,751.75,751.125,754,752.5,753.875,752.75,750.875,759,753.375,759,755.625,757.5
688.801,755.25,755.5,753.125,753.75,754,755,756.625,753.375,757.25,755.75,759.25,759.25,757.5,754.75,758.25,756.125,755.125,752.625,756.125,754.875,757.5,756.625,757.5,756.125,758.75
689.07,758.125,755.125,760.25,753.438,756.375,756.75,757.75,752.875,756.688,764.125,761.75,759.25,760.5,755.125,755.438,758.75,755.75,757.625,754.625,754.25,756.5,761,756.5,759,757.438
689.34,754.5,754.75,755.625,753.125,753.75,753,753,752.375,756.125,757,758.625,758.875,757.125,755.5,752.625,752.625,753.375,753.75,755.125,753.625,755.5,757.125,755.5,754.875,756.125
689.609,753.875,755.5,751.875,755,750.125,749.875,751,752.5,755.375,753.375,755.375,755.875,751.375,753.375,753.125,752.25,751.375,753.25,751.875,753,756.5,753,756.5,754.125,755.125
689.878,754.75,753.375,752.625,771.5,749.25,752.125,751.875,750.375,753.25,754.625,753.25,755.875,755.375,752,753.5,753,751,752.5,752.125,750.375,755.5,754.125,755.5,756.25,753
690.148,757,773.5,755.375,770.5,752.75,757.25,755,754.875,757.75,757.875,757.25,756.5,756.875,752.125,752.375,753.625,753.625,753,753.5,754.75,755.438,758,755.438,756.5,756.5
690.417,755.5,771.875,752.75,769.5,753.25,750.375,753.125,751.5,753.5,756,756.375,751.5,757.625,751.25,751.5,751,750.5,750.375,753.5,751.5,755.375,751.375,755.375,754.125,756.5
690.687,758.375,770.25,754.75,768.5,754.375,756.625,754.25,752.875,754.188,757.125,755,758.375,757,754.125,752.875,756,754.125,755.5,754.625,755.25,755.75,757.625,755.75,759.5,757
690.956,756.5,755.75,752.625,756.25,755.625,753.25,753,752.625,754.875,754.75,755,759,757.75,755.125,754.25,752.625,752.125,755,756.375,753.438,756.875,755.5,756.875,756.125,753.125
691.226,754.75,753.5,752.125,751.25,751.25,750.375,750.125,751.25,752.875,756.25,755,755.25,758.875,753.75,752.625,752.375,750.125,749.875,750,751.625,758,753.875,758,754.625,753.125
691.495,752.875,750.875,754.375,751.125,750.5,751,751,752.25,755.875,755,754.5,753.375,756.75,754,753.625,752,751.375,751.125,750,751.625,753.875,754.375,753.875,752.75,753.625
691.764,757.75,753.75,754.25,753.625,753.125,757.5,753,753.625,756.375,757.75,755,757.5,757.125,756.25,754.25,756.625,755.125,754,754.25,757,756,755.875,756,756,752.625
692.034,756.75,755.875,757.625,753.667,757.875,755.5,755.25,753.75,756,760.75,758.125,760.75,758.5,757.75,756.125,756.375,754.125,754.25,757,759.25,758.25,757.375,758.25,759.75,757.875
692.303,758.125,757.125,759.125,753.708,754.5,757.75,754.875,753.875,758.5,762.125,761.5,760,759.5,756,756.625,758.125,757.625,757,756.75,759.125,759.125,761.125,759.125,759.25,758.875
692.573,756.375,757,757.625,753.75,755.5,756.875,758.125,754,761,761.125,757.5,759,758,759.125,756.5,758.875,757.125,758,757.25,757.125,759.25,762,759.25,759,760.25
692.842,750.625,754.375,750.75,752.125,751.5,750.75,752.125,752.625,752.75,753.125,752.875,755.25,754.875,752.625,752.25,751.875,752.5,754.75,748.125,752.875,756.25,753,756.25,753.125,752.375
693.111,753.125,754.75,750.875,753.125,751.5,755.25,753.625,755.125,757.5,756,757.875,754.375,755.375,756.625,754.75,755.125,754,753.625,753,753.875,752.875,754.5,752.875,757,755.75
693.381,756.125,754,752.625,753.125,752.375,751.375,754.25,757,756.875,757.125,756.875,756,756.25,754.625,753.375,754.125,753.25,753.25,753.25,754.5,754.625,755.125,754.625,756.875,753.375
693.65,757.625,757.25,756.875,752.917,755.875,755.5,756.625,756.313,756.375,757.625,756.875,758.75,757.25,756,755.375,756.625,755.25,756,755.75,754.938,755.875,760.375,755.875,759.125,753.667
693.919,755.25,755.75,754.375,752.708,754,754.5,753.875,755.625,758,756.875,756.875,757.875,759.375,756.25,755.75,755.875,754.625,755,754.5,755.375,757.125,756.125,757.125,756,753.958
694.189,753.25,751.375,751.25,752.5,750.625,752.5,751.5,755.5,753.375,755.875,757.125,752.625,754.875,755.5,749.75,751.625,750.75,750.25,752,755.25,753.375,757.125,753.375,754,754.25
694.458,753.75,757.375,751.75,752,752.75,753,753.75,753.75,755.125,757,753.5,754.625,754.375,753,755.625,752.5,755.625,753.75,755,751.75,756.5,753.875,756.5,752.625,753.875
694.728,751.875,752.75,752.75,750.875,753.875,752.625,753.25,754.25,752.5,755.375,753.875,756.625,754.25,751.125,755,750.875,752,753.375,754,757.125,753.375,754.25,753.375,751.75,754.625
694.997,764.625,753.563,765.25,753.063,764.25,761.875,762.25,754,753.438,762.125,755.5,765.375,766.375,752.75,754.938,765.25,763.5,765.75,765.75,756.688,755,767,755,764.125,754.688
695.266,755.375,754.375,755.125,755.25,752.5,753.875,753.625,753.75,754.375,756.75,757.125,753.875,753.875,754.375,754.875,755.875,754,756.75,756.75,756.25,756.625,754.75,756.625,756.875,754.75
695.536,755.125,755.5,756.25,750.5,754.5,752.875,754.75,754.375,754.563,756.75,755.25,754,754,753.25,752.875,752.125,752.875,754.75,754,755,755.625,755.125,755.625,753.625,751
695.805,751.25,755.625,751.875,753.75,754.5,753,755.75,755,754.75,756.875,758.625,755.25,755.375,752.125,753.375,754.625,754.5,754.875,753.5,755.125,755.625,756.5,755.625,756.875,758
696.074,754.25,754.625,754.75,754,754,752.25,753.375,754.375,754.125,750.75,752.125,754.375,758.375,751.625,752.5,753.25,750.625,753,752,754.875,755,757,755,752.25,752.75
696.344,762.875,757.5,757.75,754.563,757.25,757.625,757.125,757.125,755.875,759.375,759.875,764.125,760.375,753,753.75,756.5,761,756.75,760.375,755.688,755.75,762.875,755.75,756.625,760.75
696.613,757.125,756.875,753.375,755.125,754.5,757.375,753.5,757.625,757.625,758.375,756.125,756.875,757.625,754.375,755,756.75,755.25,754.875,756.625,756.5,756.5,755.625,756.5,759.25,755
696.882,753.375,758.25,756.25,756.75,754.25,755.375,757.625,756.375,760.625,759.75,759.5,758.75,756.625,757.25,753.875,757.75,757.125,755.75,757.125,757,759.625,756.375,759.625,755.625,756.75
697.152,760.75,758.625,756.25,757.5,755.5,756.125,758.625,758.375,758.875,757.25,757.875,760.125,756.25,754.438,755.125,758.25,756.125,757.5,758,755.75,756.25,759.75,756.25,759,757.25
697.421,754.5,754.875,752.25,753.625,751.625,752.5,750.875,752.875,754.75,754.25,753.5,754.875,755.875,751.625,751.25,752.375,750.25,753.5,754.375,754.5,752.875,752.125,752.875,752.875,755.25
697.69,753,755.125,753.625,753.125,752.25,754.375,755.5,753.313,753.875,761.375,755.375,754,755.125,755.125,751.25,756.5,754.5,754.25,754.625,755.125,752.438,756.5,752.438,756.75,757.875
697.96,754.625,752.375,754.125,753.125,751.25,752.375,752.25,753.75,753,752.25,755.375,755.125,754.5,754.625,751.25,751.5,752.75,752.125,755.125,754.375,752,753.375,752,754,755.25
698.229,754,753.625,749.75,753.625,755.125,753,753.75,752.5,753.125,753.875,755.375,755.5,753.125,755.25,751.875,753.875,752.75,753.5,754.375,755.125,752.125,754.125,752.125,752.125,752.5
698.498,757.25,753.667,756.375,753.333,756.125,754.5,758,759,755.625,760.375,757,759.75,755.25,754.833,752.625,756,756.75,755.25,758.125,757.25,757.75,757,757.75,759.875,755.125
698.767,757.625,753.708,757.75,753.042,754.625,755,756.125,757.125,758.125,760.5,758.625,754.625,756.875,754.417,753.375,754.875,755.125,753.625,756.5,758.25,756.125,757.25,756.125,752.625,754.25
699.037,752.375,753.75,756.25,752.75,755.25,758.25,753.25,757.375,755.75,757.625,756,757.625,754.875,754,755.625,755.375,758,754.5,755.25,756.625,755.875,754.375,755.875,754.125,756.75
699.306,750.75,753.5,751.5,753.5,754.5,752.75,753.375,754.25,756.25,755.125,753.75,754,753.25,753.875,755.125,752.125,753.25,755,754.125,751.75,755.375,756.375,755.375,754,752
699.575,755.5,753.625,754.625,754.625,754.625,752.875,756.5,756,757.5,754.125,756.625,754.25,753.5,754.5,757.125,755,754.75,754.75,756.5,755.375,756.375,757.375,756.375,752.75,751.75
699.845,751.625,750.875,751.75,750.625,750.625,752.625,750.875,754.375,755,756,755.375,752.625,753.25,754.25,753.125,754,753.875,752.125,754.375,755.375,754.375,753.5,754.375,753.5,750.75
700.114,756.875,757,755.125,753.25,755.125,758.125,756.625,757.875,758.625,757.875,758.625,755.75,757.875,754.375,753.25,757.125,754.75,756,757.375,757.125,756.75,759.375,756.75,755.375,755.75
700.383,755.5,754.125,755.875,753,755,755.75,759.375,758.625,758.25,757.75,758.5,760.125,759,754.5,755.75,756.875,757.125,759.375,757.625,758.875,758.125,756.875,758.125,753.625,757.625
700.652,754,755.625,753.625,752.75,754.375,757.25,752.75,753.625,759.25,758.875,757.125,754.25,753.25,755,755.5,753.375,752.625,753.75,757.75,754.75,754.375,754.5,754.375,757.375,753.5
