X,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360
1.33494,755.375,754.5,755.375,751.75,754.375,749.5,753,754.25,752.875,755.375,760.875,762.875,764.25,763,758.875,755.375,752.125,753.5,755.125,753.25,759.75,757.375,759,758.25,758
1.33532,755.042,757.125,757.125,758,754,755.5,753.5,753.958,757.125,760.625,763,762.875,767.25,767.625,765,762.5,760.125,755.875,754.667,757.875,759.625,762,758.792,764,758.625
1.3357,754.708,769.125,771.125,767.875,768.125,755.438,754.188,753.667,756.563,771.875,774.875,774,775.625,774.25,763.563,769,759.5,770,754.208,757,756.438,760.5,758.583,763.5,758.25
1.33608,754.375,757,756,753.875,751.125,755.375,754.875,753.375,756,755.75,759.875,760.125,767,764.375,762.125,757.625,758.875,754.875,753.75,756.125,753.25,759,758.375,763,757.875
1.33646,754.625,757,755.625,754.375,757.125,754.625,756.125,754.25,758,758.625,763.625,763.75,765.375,766.875,762,759,757.875,760,756.75,757,760.375,758.75,760.5,759.25,758
1.33684,754.875,755.375,758.125,750.625,753.625,754,753.25,753.563,755.375,757.75,761.125,761,761.625,760.875,759.5,757,755.625,755.125,755.75,757.25,756.75,758.5,758.75,760.125,758.125
1.33722,756.625,758,755.5,755.875,754.75,753.375,753.625,752.875,757.25,760.125,760.375,761.25,762.5,762.25,758.875,756.375,754.375,756.625,754.688,755.375,758.75,758.5,757.125,757.75,757.5
1.3376,755.375,754.875,751.5,753.625,752.625,749.5,753.125,752.75,753.5,756.5,760.875,761.75,763.25,759,757.375,754.5,752.125,754.25,753.625,754.875,756.25,756,758.5,758.625,759.75
1.33798,755.75,752.5,754.5,752.5,750.125,752.875,753.375,749.5,754.875,754.625,757,757.625,760.75,758.625,757.125,754.375,753.125,753.375,754.375,752,754.375,757,755.25,756.125,756.625
1.33836,754.125,753.25,753.25,752.125,752.625,751.5,751.75,753.25,755.625,757.125,760.25,760.125,761.25,761.75,756.75,757.375,756.5,753.375,754.625,754.75,758.625,756.5,756,755.125,754.75
1.33874,757.875,756,754.625,753.625,754.375,754.25,754.875,756.875,756,758.625,759.75,764.25,763.25,763.125,757.438,758,755.125,757.625,755.875,756.75,758.375,756.313,756.375,757.25,753.5
1.33912,756.625,754.625,754,751.5,753.125,753.25,753.25,752.75,753.125,756.875,756.125,756.875,760.75,760.125,758.125,755.25,754.125,753.75,755.125,755.25,757,756.125,755.25,756,754.375
1.3395,756.375,754.25,753.5,752.75,754.75,753,755,754.125,756.75,754.375,759.625,757.25,758.5,758.25,758.75,756.625,754.125,756.375,755.375,754.75,758.75,756.125,758.375,759.125,755.125
1.33989,754.125,752,752.25,752.25,750.125,752.875,752.375,751.5,754.5,755.75,758.875,758.5,763.25,760,755.625,754,754.125,753.375,756.813,754.875,754.375,756.5,757.75,758.5,755.25
1.34027,759.75,755.25,756.875,754,756.125,754.625,758.75,752.625,756.625,758.625,761.25,764.25,766.75,765.5,761.125,758.875,756.75,758.25,758.25,755,758,756,759.875,760.125,757
1.34065,757.375,757.25,755,754.375,753.125,750.625,756.5,754.75,754,758.125,759.125,761.25,763.75,760.75,759.625,756.75,759.25,757,755.625,757.25,758.125,755.5,758.75,758,753.375
1.34103,762.125,760.625,760.375,761.25,763.875,752.5,755.938,755.313,753.375,765.5,769.875,767.875,768.125,768.75,763.125,760.75,760.625,763.125,756.938,756.938,756.438,756.313,758.813,758.25,755.313
1.34141,754.875,754.5,755.5,753.375,753.375,754.375,755.375,755.875,752.75,755.375,760.5,758.375,764.125,761.625,757,756.875,756,756.875,758.25,756.625,754.75,757.125,758.875,758.5,757.25
1.3418,755.688,757.125,757.875,755.5,756.625,756.875,755.875,758.875,755.75,757.625,761.5,762.5,761,762.625,760,759,759.25,760,757.875,757.875,755.688,757.375,759,758.875,760.5
1.34218,756.5,750.5,749.25,751.25,752.75,754.125,752.875,751.375,752.5,753.5,756.125,757.625,762.125,755.75,758.375,756.25,753,752.875,754.375,756.75,756.625,755.75,754.25,756,756.625
1.34256,752.875,751.5,754.5,750.375,752.75,752.25,753.125,749.625,754.375,753.5,758.375,755.125,760.25,760.375,755.625,754.125,751.875,756.625,752.75,752.625,755.625,754.875,751.75,755.375,754
1.34295,757,752.875,755.25,751.125,751,754.625,752.625,752.438,755,757.375,756.875,760.125,759.125,754.75,757.25,754.625,754.563,755.5,756.75,755,755.125,757.5,756.625,754.25,753.625
1.34333,754.75,757.375,755.625,756.125,754.5,754.125,751.875,755.25,755.625,758.875,760.25,761.375,764.125,760.875,756.75,758,757.25,756.875,758.375,758.5,758.875,757.75,756.875,756.375,753.125
1.34371,752.125,752.875,751,751.25,750.5,751.875,751.125,752.375,752.25,755,752.5,756.625,760,759.375,756.25,754.25,753.125,755.25,757.375,755.5,756.875,753.25,755.125,751.125,750.125
1.3441,754.625,755,755.5,757.125,755.125,754,755.125,754,757,759.125,759.75,758.375,758.875,758.375,756.25,759.5,755.75,757,756.375,755.625,757.625,757.875,754.375,755.75,754.75
1.34448,754,753.5,751.625,754.125,753.5,753.25,751.5,754.375,754.375,758.25,754.5,760.125,758.875,758.375,756.875,754.5,756,757.125,755.5,754.875,758.375,756.5,753.625,753.938,754.375
1.34487,753.75,754.25,751.875,753.375,751.25,751.75,753.75,754.125,756,758.625,758.625,757.625,758.125,758.25,757.5,756.625,753.625,757.875,755.125,756.125,757.625,754.125,754.75,752.125,753.375
1.34525,752.375,753.625,749,751.75,751.75,756,754.75,754.375,756.25,756.5,754.75,757.625,757.5,758.375,757.5,758.375,757.25,757.5,754.75,756.875,756.5,756.375,757,752.25,751.625
1.34564,752.75,752.5,754.5,752,750.5,759.542,753.875,757,755.75,754.625,755.5,760,755.5,756.25,753.625,756,756.625,758.625,755.938,756.75,755.625,754.5,756.25,754.375,753.625
1.34602,752.563,752.625,753.5,753.625,751.75,763.083,757,754.5,758,753.125,755.875,757.375,757.75,757.5,758,756.5,756.25,755.375,757.125,755.625,754.75,754.375,755.5,754.375,752.375
1.34641,752.375,749.625,752.5,749.875,751,766.625,751.25,750.5,751.625,755.125,753.625,755,755.5,755.875,755.75,752.375,755.875,753.375,755.75,756.375,755.375,754.25,754.25,756,750.25
1.3468,753,750.75,752,753,751.125,753.125,753.625,752.625,753,754.875,753.125,755.625,758.625,755.75,756,754.5,757.75,759,759,756.938,754.875,753,755.5,754.375,752.875
1.34718,752.688,753.375,751.625,751,753.125,755.125,756.125,756.125,755.625,756.625,756.125,756.25,756.25,754.125,757.125,757,756.625,760.125,762.125,757.5,755.375,755.375,756.125,755.25,753.25
1.34757,752.375,755.875,755.5,752,752.25,752.375,755.125,757,755.375,755.375,755.875,757,761.125,755.5,756.5,756.375,755.625,757.625,757.5,757.25,755.875,755.25,755.625,750.875,752.375
1.34795,755.75,754.875,754.875,755.625,752.5,755.5,757,756.625,757.75,757.75,757.5,755.875,757.75,761.625,758.75,755.375,758.5,759,757.813,757.188,759.625,755.625,754.125,756.125,752.438
1.34834,754.375,752.375,758.375,750.25,753.75,758,757.375,757.125,758.125,756.625,757.625,755.75,755.875,756.875,755.375,759.625,757.625,760.75,758.125,757.125,757.938,756,756.25,753.75,752.5
1.34873,753,754.25,753.125,752.625,754.375,754.25,753.25,759.625,757.625,756.625,754.25,758,755.75,756.25,753,755.75,757.125,756.875,757.75,757.25,756.25,756.625,754.875,751.375,751.25
1.34912,751.875,752.5,752.5,754.375,753.875,755.625,753.75,757.25,756.875,754.75,756.625,756.875,756.125,756.125,755,756.125,757.625,759.625,758.375,757.375,756.25,755.25,755.625,753.25,753.875
1.3495,752.25,753.625,753.5,753.5,750.5,754.625,757,753,754.625,755.25,756.5,757.375,754.5,756,754.875,756.75,757.625,760.375,758.563,758.25,757.063,754.375,752.875,753.625,754.75
1.34989,753.25,756.875,754.5,753.75,752.75,756.75,756.563,759.25,754.188,756.5,755.75,757.25,758,756.5,754.75,759.125,757.25,762.25,758.75,761.5,757.875,754.25,755,753.25,753.375
1.35028,753.5,750.75,753,750,753.75,753.375,756.125,757.625,753.75,754.5,753.625,755,753,755.75,754.625,754,756.875,758,756.75,761.375,756.5,754.375,755.5,752.375,752
1.35067,753.5,753,754.25,752.75,752.375,755.375,754.5,755.75,754,754.625,758,756.625,754.25,760.5,755.125,757.25,761,757.625,761.125,759.75,758.625,752.375,756.375,749.625,749.5
1.35106,752.938,756,756.5,753.75,755.75,754.375,757.875,756.5,754.5,759.75,757.75,760.5,758.375,760.625,756.125,759.875,761.125,762.25,762.125,762,760,753.563,755.313,749.875,754.75
1.35144,752.375,754,750.625,752.25,753.75,753.375,755,757.25,755,758.125,753.625,755.125,753.625,755.25,757.125,754.875,755.875,756.75,761.875,761.25,760.125,754.75,754.25,750.125,749.625
1.35183,754.25,751.625,756.5,751.75,755.25,755.125,751.25,756.25,755.875,756.25,754.75,757.875,757.375,754.5,756.5,757.875,758.625,760,761.5,758.625,759.5,754.563,754,750.25,753
1.35222,749.5,749.625,749.125,750.875,747.875,747.875,751.875,752.375,751.25,752,753.625,750.75,749.125,753.875,750.125,750.5,754.125,756.875,756.875,755.625,755,754.375,753.125,747.875,748
1.35261,751.875,748.875,749.875,751.5,753,750.875,753.375,755,755,753.125,754.375,756.25,753,754.5,755.5,756.75,758.5,756.125,758.375,754.875,753.125,755.25,752.625,754.375,750.625
1.353,751.938,756.875,755.75,755.125,755.125,752.25,754.563,756.563,757.5,760.625,760.375,760.625,758.75,758.75,758.75,759.375,759.5,765.375,760.75,757.375,760.25,755.125,752.688,753.25,752
1.35339,752,753.625,754,753.625,757.125,753.625,755.75,758.125,755.125,756.375,755,757.5,754.25,754.75,756.875,757.625,760.625,763.625,763.125,759.875,759.5,755,752.75,753.125,753.375
1.35378,750.5,752.875,751.625,751.125,752.125,750.375,751.25,751.875,755,755.375,754.25,753.875,753.75,753.25,756.125,757.125,759.125,759.25,758.25,758.125,759.375,754.875,752.5,752.625,750.75
1.35417,750.625,754.875,755.125,753.875,755.5,755.875,756.625,756.5,753.5,758,754.375,755.375,757.25,753.75,755.75,759.25,759.5,758.625,759.125,760.875,759.875,754.875,751.938,748.875,750.313
1.35456,750.75,753.875,749.25,751,750.625,752.125,752.625,755.125,752.625,756.875,750.375,748.75,751.625,753.75,752.625,756.625,758.125,760.625,760,757.75,757.25,753.375,751.375,750.25,749.875
1.35495,753.125,753.375,753.375,754.125,754.5,755,756.625,753.75,753.563,754,754.25,754.25,754,755.5,752.125,756.375,759.625,760.25,758.5,760.75,756.25,755.375,754.25,751.25,749.25
1.35534,751.875,748.875,749.125,750,751,752.75,753.5,753.75,754.5,749.625,751,753.75,750.375,752.25,751.625,752.25,761.375,757.625,759.875,757.5,757,754.25,752.5,750.5,748.625
1.35573,752.125,753.875,752.25,752.125,753.375,753.75,757.5,755,755.125,754.375,752.375,754.75,751.625,752.5,754.5,756.75,759.5,760.75,762.125,764,758.25,756.563,753.75,749.625,749.125
1.35613,751.5,753,752.875,754.375,755.125,753.813,756.5,754.75,757,756.125,754.75,753.75,752.625,755.125,759.5,758.375,761.375,765.25,761.125,761,757.938,758.875,753.875,754.625,754.5
1.35652,751.375,749.625,752.625,750.125,756.5,753.875,754.875,754.5,753.5,757.5,756,755.5,757.75,751.25,755.75,758.875,760.125,761.75,761.125,760.875,757.625,756.5,752.75,814.125,754.625
1.35691,751.25,752.75,755.125,752,831.625,753.375,756,754.625,756.75,755,753.875,755.625,754,755.625,755.875,755.125,757.375,759.125,760.125,758.5,759.25,756.875,753.75,794.917,751.625
1.3573,754.375,755.375,754.25,755.5,777.25,753.688,755.688,754.625,758,757.25,759.125,757.75,756.25,757.625,756.25,762.25,757.938,762,763.375,759.375,758.688,756.188,757.375,775.708,753.5
1.3577,749.75,754.125,749.125,753.25,753.25,754,755.375,754.625,754.875,757.5,752.5,754,754.125,752.5,756.625,758.875,758.5,763.125,761.75,760.25,758.125,755.5,750.375,756.5,749.75
1.35809,753.875,754.625,752.5,755.25,756.25,755.125,755.625,756.25,758.375,756.5,754.75,753.375,758.25,756.375,756,759.5,759.5,763.125,761.875,765.5,758.75,757.375,755.625,755,752.5
1.35848,750.5,749.875,751.25,753.25,753.25,753.75,754.875,757.125,756.625,755.875,754.5,751.875,751.25,751.625,756.875,762.125,758.125,761.75,762,758.125,756.625,754.625,755.75,752.625,750.875
1.35887,754,755.125,752.625,754.25,751.875,753.625,753.375,758.75,755.75,756.5,751.5,755.375,753,756,756.25,760.125,764.125,762.875,759.75,761.625,757.5,756.75,754.625,751,749
1.35927,753.125,755.625,752.625,754.75,754,753.5,757.625,755.5,757.125,758.125,752,755.125,756.25,758,755.625,762,761.875,761.5,763,760.625,759.875,754,754.5,753.875,754.375
1.35966,752.75,753.5,751.625,751.875,753.125,752.813,757.625,757.75,755.625,751.125,751.625,751.125,751.75,753.25,756.5,756.125,761.375,761.375,762.125,759.625,762,756,754.375,754.375,751.75
1.36006,751.125,752.25,753.5,752.75,752.5,752.125,751.625,752.625,751.5,756.875,752.125,751.75,755.25,753,756.875,756.375,758.75,760.125,762.5,757.5,759.5,755.125,753.125,750.625,753
1.36045,752.25,753.125,752.25,751.5,752.25,753.625,756.25,754.25,757,753.125,752.625,752.125,755.5,758.625,756.125,759.125,760.5,759.5,763.875,760.75,760,756.75,750.875,751.063,750.25
1.36084,754.5,754.625,752.875,753.5,753.625,751.75,755.125,756.063,754.375,757,755.75,752.875,754.625,755.625,756.25,757.125,759.375,762.375,760.75,761.25,758.875,753.875,752.75,751.5,751.75
1.36124,755.25,755,751.5,754,753.125,758.5,756.625,757.875,755.125,758.375,753.75,754.25,754.25,754.875,754.375,760.625,761.375,762.25,762.5,761.5,758.625,757.75,752.563,751.25,753
1.36163,754.375,752.75,755.375,754.75,751.75,756.125,757.875,754.5,758,755.625,754.125,755.75,755.375,756.5,758.375,756.375,759.75,760.125,764.5,759.5,757.5,756.625,752.375,751,749.25
1.36203,757.5,755.625,753.625,756.625,754.875,755.625,758.5,760.125,758.5,755.5,756,756.375,757.375,756.625,757.875,758.625,762.5,765.5,766.125,763,757.25,755.25,755.375,754.75,754
1.36242,756.688,760.375,759.625,757.375,759.875,755.688,758.25,757.813,758.25,762.125,760.75,760.5,760,763.625,758.438,766.25,763.125,766.5,763.875,764.5,757,756.25,755,754.25,753.438
1.36282,755.875,753,754.75,751.625,754.875,755.75,758,755.5,758,756.5,755,755.625,756.375,756.625,759,759.875,763.75,765.5,761.625,762.125,756.75,757.25,754.625,753.75,752.875
1.36322,754.125,750.625,751.375,753.625,752.875,753.75,754.625,758.625,756.125,758.25,755.125,753.375,754,755.75,756.75,758.5,761,762.625,761.25,759.75,757.5,753.75,755.625,754.75,750.25
1.36361,753.125,754,751.125,754.375,754,753.875,756.25,754.375,756.5,756.125,756.25,751.5,750.125,758.5,755.5,758.25,758.75,759.75,762.125,759.125,758.125,753.375,755.75,750.5,750.625
1.36401,754.75,756.375,755.625,756.75,758.125,752.938,757,757.75,756.125,758.125,755.5,757.75,752.875,758.625,758.375,760.5,759.375,763.75,764.25,758.438,759,753.75,756.125,753.625,753
1.3644,752.75,752.125,751.125,753.625,752.25,752,754.5,754.625,755,752.25,750.375,754,755.5,752.5,752.125,758.375,758,756.875,760,757.75,759.75,754.125,754.75,753.125,752.625
1.3648,754.25,754,754,756.625,754.625,757.75,755.875,755.188,758,757.625,757.625,756.75,757.25,760.25,759.75,764.25,758.333,767,767.25,762.125,763.875,760.75,756.125,753.208,755.125
1.3652,753.125,754,753.5,752.25,755.25,755,755.625,755.75,758.25,760.625,756.25,755.25,755.125,752.875,758.625,760.875,758.667,765.75,765.375,764,762.75,757.5,757.5,753.292,753.625
1.3656,752,749.5,755.625,752.875,750.125,754,755.375,756.25,756.875,754.625,752.125,752.5,755.375,756.875,756.375,758.375,759,762.25,757.125,758.25,755.125,756,755,753.375,751
1.36599,754,752.125,754.75,753.875,752.875,752,753.125,755.125,754.25,754,754.25,752.875,755.5,756.625,757.375,757,758.875,762.25,762.375,762.125,761.5,756.75,756.5,753.5,753.125
1.36639,751.625,751.5,752.75,755.125,754.375,758,757.375,758.5,754.625,757.625,755.375,754.5,759.5,756.25,758.75,759.75,761.75,763.625,762.5,763.625,762.25,759.375,755.5,756.125,753.875
1.36679,757.375,758,755.5,753.5,757.125,757,759,761.125,760.625,758.75,759.375,759.25,759.375,758.75,758.25,762.875,765.25,764.375,765.5,760.125,761.625,762.625,756.125,757.25,756.625
1.36719,757.625,758.25,754.625,759.125,756,759.375,760,759.375,761.125,761.75,758.5,757.25,759.125,760,760.5,763.375,764.75,766.25,766.375,765.125,761.25,761.5,756.167,758.125,757
1.36759,757,758.875,757.875,757.5,760.875,761,760.625,760.125,763.125,760.5,760.375,759.5,760,762.25,762.75,764,769,768.25,769.625,763.125,763.125,762.5,756.208,759.875,757.625
1.36799,753.375,753,755.25,752.625,752.375,750.875,755.25,755.125,756.875,753.375,753.25,752.875,754.5,758.5,758.75,757.75,759.5,764.125,761.5,761.125,759.5,756.875,756.25,753.25,751.875
1.36838,754.875,755.125,753.5,754.625,753.375,754.125,754.25,755.75,757.375,754.75,759.375,753.75,754.125,756.5,760.375,757.75,762.25,761.875,764.25,760.25,758.875,757,757.375,754.875,755.125
1.36878,754.5,757.375,753.875,754.125,753.25,754.25,754,758.375,753.75,753.375,751,756.375,758.125,760.125,759.625,760.25,762.875,759.75,762.875,762.125,759.375,757.125,757.125,753.75,753.625
1.36918,754.375,756.625,754.125,755,758.25,753.875,754,757.5,759.25,759.25,757.375,756.75,760.125,760.625,762.625,765.125,762.938,769.125,763.5,762.625,759.875,763.25,763.875,755.625,754.5
1.36958,755.125,755.375,755.125,755.875,755.375,753.5,754,756.625,758.75,757.5,755.75,758.875,758.25,755.625,757.375,757.625,763,763.25,763.875,765.125,762.375,762.625,762.458,757.5,756.25
1.36998,756,750.375,752.125,753.25,753.5,753.125,754,756.25,754.875,753.125,755.25,755.5,756.75,760.25,756.875,759.125,762.25,762.875,762.5,761.25,758.125,760.125,761.042,754.125,752.375
1.37038,756,755.625,753.125,754.125,753.625,754.375,755,755.875,756.125,755.625,757.5,758,755.125,760.875,757.25,759.25,764,763,763.375,758.5,763.125,755.75,759.625,755.5,756.75
1.37078,753.25,753.25,756.5,752.375,753,751.375,750.5,754,754.875,755.125,754.5,756.125,756.75,755.625,757.625,757.875,759.5,761,761.125,760.875,758.625,757.875,757.125,756.375,754
1.37118,754.688,763.75,765.875,766.5,763.625,752.75,753.813,753.563,755.75,769,767.5,765.75,767.875,766,757.667,767.125,760.125,772.25,762.438,761.938,759.75,757,756.813,756.813,752.188
1.37159,756.125,753.625,755,755,753.375,754.125,757.125,753.125,756.625,756.375,754.5,757.5,757,761.375,757.708,760.125,760.75,759,763.75,763,760.875,756.125,756.5,757.25,750.375
1.37199,756.625,755.625,754.125,754.375,753.75,752.125,755.625,755.875,756.5,755,753.75,756.125,753.875,759.25,757.75,754.75,758,759.875,759.5,758.375,757.625,754.5,756.688,752.125,754.5
1.37239,755,754.125,755.125,751,755,754.5,754.625,756.75,756.875,754.5,756.375,758.25,757.125,760,758.125,761.125,763.375,761,762.5,758.125,762.875,762.75,756.875,757.375,755.25
1.37279,755.625,753.25,754.625,751.875,753.375,755.5,753.875,756.25,754.375,756.5,754.625,756.75,756.75,758.625,757.125,761.125,760.875,763.25,757.375,759.875,760.25,759.375,756.125,757.125,755.208
1.37319,757.438,758.125,760,756.375,758.875,755.438,755.875,757.438,758.25,764.625,761.375,763.125,763.25,761.625,763,763.875,764.625,765.125,765.375,764.25,762.375,763.875,757.125,756.75,755.167
1.37359,759.25,758.625,757.75,756.625,757.625,755.375,757.875,758.625,757.375,755.75,758.5,758,756.75,759.25,762,761.375,760.125,763.25,765.625,764.625,762.125,759.125,758.125,756.375,755.125
1.374,758.125,758.25,755.125,755.75,755.625,757.25,753.375,757.375,758,760.25,758.625,755.125,762.375,763.75,762.5,758.875,762.75,764,760.5,764.75,762.25,763.25,761.75,759.125,756.125
1.3744,757.5,757,758,757.125,757.125,760.5,759,758.25,761.125,759.625,759.75,759.125,761.375,766.625,765.625,764.25,761.375,764.125,760.688,764,762,761.625,759.125,757.5,755.438
1.3748,754.875,755,753.75,751.125,751.875,750.125,756.25,754,751,758.375,754.875,755.875,756,759,755.625,758.875,760,758.5,760.875,761.25,755.75,755.25,755.5,755.25,754.75
1.37521,754.063,756.5,757.125,753.125,754.75,755.25,756.5,757.375,752.375,756.375,757.875,758.375,759.125,760.75,761.375,760,761.75,762.25,760.375,760.125,763.125,758.375,760,754.938,756.25
1.37561,753.25,755,753.375,751.125,751.625,750.625,750,753.75,753.75,755.375,757.375,757.5,757.5,757.5,760.5,759.875,758.25,761.875,762.375,758.625,760.625,755.25,757.125,754.625,754.125
1.37601,753.875,755.875,754.875,753.375,751.875,754.375,753,756.75,752.875,755.5,757.25,761.125,760.625,757.875,760,758,762.125,757.75,759.375,757.5,758.875,758.625,757.625,755,755.5
1.37642,757.875,757.25,760,756,754.5,756.75,752.708,759.625,757.875,757.25,760.5,760.25,762,760.75,760.25,761.875,762.5,763.125,760.125,763.375,758.5,762.875,758.313,759.875,756.438
1.37682,757.75,756.75,754.75,754.875,754.875,752.375,752.417,754.625,760.5,756.125,761.25,760.5,760,763,760.5,758.5,759,761.625,760.875,760.5,758.125,760,759,760.5,757.375
1.37723,757,756.5,758.5,757.625,756.625,752.563,752.125,754.813,756,759.5,757,763.125,760.875,762,760.125,762.625,763.375,762.25,760.375,761.75,763.875,761.5,759.188,759.5,757
1.37763,752.75,754.875,754.125,751.875,754.375,752.75,754.375,755,757.625,755.25,756.125,758.75,761.375,760.375,760.25,757.75,760.25,762.5,760.938,761.625,761.75,760.75,759.375,756,754.375
1.37804,757.5,756.375,754,753.625,756.125,753.25,756.5,754.375,754.75,756.5,757.875,758.125,760.75,760.375,760.125,760.25,761.375,761.25,761.5,757,761.25,759.625,758.5,756.75,757.25
1.37844,755,753.125,752,754.75,753.75,752.5,753.125,753.75,753,753.125,754,754.25,757.625,759.625,760,760,757.75,757.25,759.875,759.75,761.75,757.875,757.875,758.125,755
1.37885,756,757.875,756.25,756.375,755.5,754.875,757.125,753.313,755.375,757.25,756.25,762.375,761.875,766.75,759.938,762.75,761.375,762,761.25,762.75,762.625,761.25,761.75,758.875,758
