X,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,103 pts LE smooth of B,103 pts LE smooth of C,103 pts LE smooth of D,103 pts LE smooth of E,103 pts LE smooth of F,103 pts LE smooth of G,103 pts LE smooth of H,103 pts LE smooth of I,103 pts LE smooth of J,103 pts LE smooth of K,103 pts LE smooth of L,103 pts LE smooth of M,103 pts LE smooth of N,103 pts LW smooth of O,103 pts LE smooth of P,103 pts LE smooth of Q,103 pts LE smooth of R,103 pts LE smooth of S,103 pts LE smooth of T,103 pts LE smooth of U,103 pts LE smooth of V,103 pts LE smooth of W,103 pts LE smooth of X,103 pts LE smooth of Y,103 pts LE smooth of Z
807.709,968.5,974.75,978.625,973.375,982.625,979.625,977.625,974.875,981.25,980.75,984.125,982.75,987,995.125,998.375,1001.13,1003.63,1014.88,1013.13,1019.13,1005,1004.25,1005,1010.13,991,978.220422192781,977.911492514457,980.264213992845,978.295521242604,979.319910519297,981.223154129493,982.947240186438,980.42239993223,981.218277903112,983.702440187623,984.286949544469,988.880692423106,992.798432796119,992.674112516221,1001.4845570037,1006.86952599923,1010.59459032049,1016.41819024552,1018.1725741887,1019.4474275144,1011.99261390629,1007.98451247778,1011.99261390629,1009.58915039865,1004.00711255437
807.976,983.375,974.313,984.75,972.188,979.5,987.25,991,990.125,978.25,988.25,986.375,992.375,998.5,993,1005.38,1007.38,1013.5,1023.13,1023.5,1015.38,1015.5,1013.75,1015.5,1016.13,1009,978.464180863465,978.08062696996,980.266553410453,978.301416543752,979.377401325907,981.431089924988,983.268155926447,981.168662566346,982.205114842638,984.621104938091,985.159945943783,989.624581476051,993.275623222217,993.034879779967,1001.64163124372,1007.11409394804,1010.80905988725,1016.7373728883,1018.74653119273,1020.19765816387,1013.03902037359,1009.11169278861,1013.03902037359,1010.41772195804,1004.4231027362
808.243,970.25,973.875,977.875,971,970.625,971.375,975.125,971.5,975.25,985.5,983.125,984.5,986.5,990.875,993.625,994.125,998.5,1004.88,1014,1011.63,1012.88,1001.25,1012.88,1010.25,1002.63,978.689497905283,978.231474270935,980.248810234292,978.303431941314,979.423716019278,981.628562821785,983.56987539341,981.899062385808,983.173511636924,985.527290144985,986.017806056239,990.355714811354,993.732640826302,993.377730445243,1001.77827352486,1007.33301189966,1010.999786393,1017.03419403341,1019.30479383368,1020.91252041301,1014.06426427886,1010.21716192608,1014.06426427886,1011.22727888238,1004.81495276166
808.51,969.5,978.5,974.125,976,981.125,983.25,973.5,983.625,980.75,984,977.5,982.125,986.25,994.875,999.625,1009.63,1012.13,1011.38,1010.75,1015.25,1009.63,1008.88,1009.63,1001.38,1005,978.897216369963,978.363906187028,980.211581714498,978.302430705975,979.459912381468,981.816314888521,983.853465976961,982.613306090639,984.120799208048,986.422048405642,986.862482945518,991.074952592091,994.171361849374,993.703472343212,1001.89602222928,1007.52578970427,1011.16758832278,1017.30903049044,1019.8475525122,1021.59279425421,1015.06943532377,1011.30183036331,1015.06943532377,1012.01905650649,1005.18345906269
808.777,973.25,981.375,976.25,979.375,980.75,976.75,983.5,982.125,988.75,992.25,987.5,998.25,994.75,994.75,1001.88,1004.63,1012.25,1021.13,1023.75,1016.06,1011.31,1015.75,1011.31,1008.13,1007.75,979.088404999467,978.47766502214,980.155642511061,978.29974646804,979.486689584857,981.994750059115,984.119436838996,983.31040090308,985.045212929138,987.305894847847,987.696010250355,991.782918189539,994.593365631752,994.010750917395,1001.99674923678,1007.6913689845,1011.31190230049,1017.56245280484,1020.37544569368,1022.23964874647,1016.05543743064,1012.36648675182,1016.05543743064,1012.79338752635,1005.52844767494
809.044,973,981.5,979.375,979.875,973.375,983.75,979.5,976.875,981.5,985.125,980.25,994.5,989.25,985.75,999.75,1002.25,1005.75,1004.13,1013.25,1016.88,1013,1013.25,1013,1015.88,998.625,979.264029394453,978.57195916911,980.081701932571,978.295161086003,979.50398789896,982.162480969872,984.367544944682,983.990051647147,985.945344440744,988.178226879024,988.519616012383,992.478836186513,994.999051522376,994.300179412356,1002.08132249809,1007.82863212415,1011.43138843035,1017.79359727433,1020.88730178987,1022.85475248327,1017.02344527022,1013.41076436977,1017.02344527022,1013.54947025782,1005.85008626933
809.311,987.125,978.375,983.625,976.5,978.5,976,985.375,987.75,991.625,985,993.125,1001.75,999,990.438,1001.06,1015.75,1017.75,1020.38,1025,1041.5,1026.25,1019.75,1026.25,1023.63,1013.13,979.425669000124,978.646170401284,979.990524069777,978.288721021594,979.511440362016,982.318062433505,984.598119276006,984.651035184351,986.819697319678,989.038901706692,989.333730315608,993.162563807812,995.388840804761,994.570484114185,1002.15017723601,1007.93698412236,1011.52505927515,1018.00167286016,1021.38223403657,1023.43923288705,1017.97364797789,1014.43402521615,1017.97364797789,1014.28636121838,1006.14791058928
809.579,973.125,971.125,970.125,973.125,973.5,978.5,975.25,978.5,985.25,993.25,994.875,987.75,997.5,995.125,1002.38,1004.25,1005,1009,1017.75,1018.13,1012.63,1001.88,1012.63,1007.88,998.875,979.57509321558,978.700384334489,979.882726212913,978.279116456231,979.508732863155,982.460238245431,984.812837334378,985.294819036182,987.669717846306,989.891162409385,990.141153109078,993.835908549251,995.76413724843,994.822392731236,1002.20291726566,1008.01599869124,1011.59256527398,1018.18565087002,1021.86083465591,1023.99574316871,1018.90896253191,1015.43887409889,1018.90896253191,1015.00513661805,1006.42253742932
809.846,985.25,977.625,986.875,982.375,985.5,987.125,991.625,990,984.25,994.875,997.375,995.5,1001.88,997.813,1006.63,1009.5,1015.5,1016.88,1025.88,1031.13,1027.25,1019.88,1027.25,1016.75,1011.5,979.710968321396,978.734265233449,979.759174712264,978.263963231036,979.49462033562,982.585925411362,985.010226344781,985.915961461672,988.487195475417,990.727725873392,990.934722971233,994.492046831332,996.120779165992,995.055434842709,1002.23720145205,1008.06412274364,1011.63232988608,1018.34141401735,1022.31764000223,1024.51900569777,1019.82105000716,1016.41610741863,1019.82105000716,1015.69837280106,1006.6716293208
810.113,980.375,981.125,983.5,980.625,976.5,988,983.625,992.625,983.25,996.125,991.625,999.25,995.375,1000.5,1010.38,1018.25,1018.88,1010.63,1025.63,1037.25,1024.75,1017.13,1024.75,1028.63,1013.63,979.833393226841,978.748788580548,979.619323327912,978.241281941038,979.467731394674,982.694860013828,985.191847900821,986.515171201199,989.273191099843,991.551560205711,991.71708871886,995.132959326786,996.459668457012,995.268929317654,1002.2526830353,1008.08096408496,1011.6441995606,1018.46899813519,1022.75388257378,1025.01053001795,1020.71254876793,1017.36831148251,1020.71254876793,1016.36749341423,1006.89545950137
810.38,966.875,975.125,970.375,973.25,978.75,974.625,977.375,983.625,986.125,988.25,979.75,983.375,980.625,994.25,993.25,998.625,997.75,1008.38,1010,1015.75,1007.75,1009.38,1007.75,999.875,1002.63,979.942606499476,978.745962726539,979.4638647035,978.208601845112,979.427781291025,982.786668771566,985.358644597506,987.091529514033,990.026311331265,992.362522663411,992.487956704349,995.758374569972,996.780608170979,995.463640806922,1002.24908505443,1008.06780691233,1011.62865831694,1018.56834911235,1023.16903842842,1025.46980476246,1021.58315787276,1018.29452701729,1021.58315787276,1017.01221305467,1007.09513354501
810.647,981.25,978.5,984.25,983.5,986.375,986,988.125,992.5,986.563,986.75,1001.75,1001.63,995.625,1004,1012.63,1011.38,1022.75,1025,1032.88,1020.13,1032.13,1024.5,1032.13,1028.5,1005.94,980.039528536848,978.728042309685,979.293800914161,978.164145416443,979.375147411029,982.861982101612,985.512948234487,987.644019621948,990.74633766829,993.161094123999,993.248781064367,996.369041107854,997.084960315087,995.638455631814,1002.22715286939,1008.02622896416,1011.58703019213,1018.64038656812,1023.56408155196,1025.897803205,1022.43279442667,1019.19495486963,1022.43279442667,1017.63293436735,1007.27213258988
810.914,974.75,981.875,978.75,975.125,984.5,979.25,983.125,980.375,987,990,993.375,994,995.75,995.25,996,1006.5,1002.5,1012.75,1019.25,1024.5,1022.88,1019.38,1022.88,1015.5,1009.25,980.124449911576,978.69713773958,979.110295620907,978.105615563685,979.310122018933,982.920897563388,985.65624658395,988.172301529735,991.434030942704,993.947011107336,994.00096429573,996.965263840123,997.374275034252,995.794317418134,1002.18705435598,1007.95857111955,1011.5205052681,1018.68565564614,1023.93916047573,1026.29463547484,1023.26117502061,1020.06962847304,1023.26117502061,1018.23023024662,1007.42858549372
811.181,983.75,980,979,983.75,975.25,983.5,989.875,1001.38,993.25,993.875,998.875,1002.25,1003,994.5,995.688,1005.38,1016.38,1019.5,1030.13,1025.25,1020.38,1023.63,1020.38,1020.5,1009.75,980.198027067972,978.654680675612,978.914479980466,978.031017243082,979.232908841598,982.9637673999,985.789975548941,988.675895432453,992.09059502359,994.720183082914,994.746899386725,997.547866301732,997.650547506724,995.93012245089,1002.12922854971,1007.86661160747,1011.43059657056,1018.70593524481,1024.2946966214,1026.66186216089,1024.06817994096,1020.91892618209,1024.06817994096,1018.80492687195,1007.56682013903
811.448,976.875,970.375,979.25,965.5,974.125,978.25,980.125,978.75,988.375,984.75,988.5,989.125,988.625,993.75,995.375,1000.75,997.75,1012.88,1012.63,1021.5,1017.88,1010.25,1017.88,1010.75,1000.38,980.261081606509,978.602566268861,978.70798602745,977.93908063724,979.143920629114,982.991580903215,985.915301880724,989.154872961394,992.717643248308,995.480615340544,995.487635180472,998.117473746898,997.915398025855,996.046609446914,1002.05413736669,1007.75284892466,1011.31877586236,1018.70274504771,1024.63063124725,1027.00074741193,1024.8539350409,1021.74377738882,1024.8539350409,1019.35851288013,1007.68992416784
811.715,981.625,985.375,978.875,986.25,984.5,985.5,986.625,994.25,994.438,994.25,998.5,1005.38,998.25,997.625,999.25,1006.25,1015.63,1020.25,1019,1027.13,1025.5,1025.88,1025.5,1021.88,1018.5,980.314589043782,978.541983367281,978.49195871287,977.828831907419,979.043207949163,983.004758158942,986.034075828957,989.609077171515,993.316710274445,996.22885341484,996.224407373861,998.674600410697,998.171272233256,996.142549185878,1001.96244042395,1007.61867549201,1011.18657986766,1018.6778140392,1024.94718519309,1027.3149008599,1025.6194007409,1022.54530323174,1025.6194007409,1019.89218882638,1007.80098553542
811.983,983.875,988.5,984.875,988.375,983,992.25,992.25,992.25,1000.5,999.75,1000.25,1003,1009.38,1002.75,997.875,1016.63,1019.38,1025.25,1033,1029.5,1024.63,1027.63,1024.63,1021.13,1013.38,980.359733902684,978.473631486015,978.266734243192,977.699368889844,978.930271134324,983.003630689443,986.148259831614,990.040589799497,993.891819280167,996.96786418506,996.959607881189,999.22130313125,998.421084048215,996.217848569449,1001.85439195878,1007.4651634458,1011.03477918535,1018.63219779898,1025.24490461599,1027.6086669319,1026.36880305797,1023.32760946915,1026.36880305797,1020.40897915524,1007.90346692525
812.25,982.25,981.125,983.125,980.625,982.75,976.125,985.75,987.875,987.75,994.75,995.75,997.5,999.5,1001.75,996.5,1005.63,1008.63,1019.88,1022.25,1022.13,1032.25,1023.63,1032.25,1013.13,1004.5,980.397471006382,978.399095645251,978.035627864175,977.552097887581,978.806389233186,982.9896800487,986.258397318558,990.4472833307,994.440973389439,997.692327412185,997.686481744629,999.753782071741,998.664804571811,996.272937618246,1001.7321644777,1007.29535971862,1010.86565643289,1018.56756153788,1025.52096882623,1027.88258131455,1027.09825120466,1024.08632020158,1027.09825120466,1020.90705715762,1007.99950648819
812.517,988.625,989.5,981.125,985,984.75,990.75,994,995.75,1004.63,1009.88,994.833,1004.5,1007,1008.63,1019.88,1024.25,1021.13,1031.75,1038.25,1022.54,1039.63,1040.38,1039.63,1035.75,1005.38,980.430856169035,978.318983972049,977.79943771575,977.387162033551,978.672701787976,982.964741171216,986.36793184121,990.832522501845,994.969039232907,998.406197195175,998.408471557688,1000.27528483886,998.905964374245,996.306260028122,1001.59746628825,1007.11030159568,1010.68092566566,1018.48709293289,1025.77703283684,1028.14302467177,1027.81285880237,1024.82553215886,1027.81285880237,1021.39041030142,1008.09330172496
812.784,980.75,985.375,978.875,981.625,973.5,984.25,988.375,994.5,1007.5,1002.63,993.917,1001.75,1004,1003.75,1010.31,1006.88,1013.63,1020.13,1025.5,1022.96,1032,1030.25,1032,1020.38,1006.25,980.461979533298,978.233795124199,977.558855515466,977.205788719351,978.530158557631,982.929939391685,986.477883198258,991.197786105337,995.477969992695,999.109847310169,999.123780202443,1000.78586422553,999.14495843404,996.318695460984,1001.45135224045,1006.9107174088,1010.48128988418,1018.39280651269,1026.01275865956,1028.39247656742,1028.51380247851,1025.54482546912,1028.51380247851,1021.85951987232,1008.18662497604
813.051,982.625,976.875,975.75,973,975.625,976.375,984.125,996,998.25,987.75,993,996.75,993.25,996.25,1000.75,1009.13,1011.13,1020,1022.5,1023.38,1027.63,1031.75,1027.63,1024.88,1007.25,980.492481475656,978.142640890558,977.313626585623,977.00780616154,978.378934158762,982.885580772154,986.588565055391,991.544849026603,995.968179461956,999.803052819115,999.830184960964,1001.28413289266,999.382018315206,996.309592071435,1001.29390600362,1006.69617435491,1010.26700830738,1018.28597615976,1026.22714238395,1028.63309629673,1029.20160778033,1026.24266698029,1029.20160778033,1022.31374351319,1008.28114153555
813.318,977.625,973.5,968.25,973.375,982.125,978.625,982.75,984,988.75,994.375,995.125,994.375,994.5,995.375,996,1001.38,1003.5,1011.75,1024,1026.13,1027.63,1020.88,1027.63,1020.75,1000.75,980.522639835254,978.043973262703,977.062796107904,976.793151760466,978.218247630023,982.831468237269,986.698710072138,991.875271628157,996.438987644131,1000.48478658898,1000.52419189063,1001.76778896161,999.616378242623,996.279979005223,1001.12427409351,1006.465541613,1010.03738363609,1018.1668804709,1026.41864804555,1028.86469350208,1029.87588191546,1026.91778435739,1029.87588191546,1022.75223575535,1008.37721885658
813.585,982.375,973.625,970,980.875,978.25,981.25,984.875,999.75,993.125,1006.13,993.75,1005.38,997.375,1003.75,994.125,1013.63,1010.5,1015.38,1026,1029.75,1024,1018.5,1024,1015,1001.38,980.552271550644,977.935731175393,976.805918106432,976.562219462286,978.047205709241,982.767323197431,986.806535871964,992.19022360714,996.889054644808,1001.15424424753,1001.2021347211,1002.23469352863,999.847136363525,996.230866918491,1000.94138803559,1006.21743506232,1009.79153036012,1018.03515706485,1026.58619285532,1029.08620220715,1030.5359164123,1027.56911158452,1030.5359164123,1023.17423988974,1008.47456005963
813.852,974.25,973.75,971,963.75,964.625,977.75,980.375,982,986,991.375,992.375,990,981.875,986.125,992.25,998.5,997,1008.38,1020.75,1013.38,1027.25,1017.88,1027.25,1013.25,1002,980.580918695758,977.815862893256,976.543041514112,976.314733505785,977.864993770045,982.692786247353,986.910420645939,992.490839310696,997.316857078103,1001.81078361817,1001.86108424179,1002.68326087189,1000.07337406796,996.161716712402,1000.74429230029,1005.95083425411,1009.52840624227,1017.8905968037,1026.72868486424,1029.29624741833,1031.18077590371,1028.19557371942,1031.18077590371,1023.57940159273,1008.57329814448
814.119,985.75,973.875,974,975.375,977.625,983.625,976.625,993.75,999.375,1004.5,1005.25,999,1003.38,1009.75,991.125,998.75,1007.63,1011.75,1023.75,1031.63,1032,1032,1032,1022.38,999.25,980.607199191778,977.683070471557,976.273760108304,976.050361212589,977.670085999784,982.606761448323,987.007398349145,992.776806144317,997.721882992738,1002.45235098443,1002.49846576383,1003.11226680697,1000.29275366841,996.073495105388,1000.53156595251,1005.66403101681,1009.24594891242,1017.73155386421,1026.84402585305,1029.49280697041,1031.80918847144,1028.79521326433,1031.80918847144,1023.96719559194,1008.67239900584
814.386,979,973.625,974,972.625,974.75,985,993.125,991.875,995.875,1005.75,1004.13,1000.63,994.625,1010.25,1003,999.625,1004.5,1017.38,1031.38,1034.5,1030.63,1025.5,1030.63,1021.88,1015.38,980.629507898787,977.536407275232,975.99723609483,975.76849311921,977.461121276597,982.508203238136,987.094579699025,993.047260962585,998.104695163748,1003.07723031287,1003.11228675524,1003.52037604207,1000.50280117786,995.967324810623,1000.30193355762,1005.3556021738,1008.94270712659,1017.55618415128,1026.93008983447,1029.67364998596,1032.41994689688,1029.36574904799,1032.41994689688,1024.33744959575,1008.77078870971
814.653,985.125,981.625,984,981.5,982.875,986.625,992.125,995.938,1013.88,1009.88,1012.88,1018.38,1008.38,1012.25,1012.25,1016.75,1013.25,1027.88,1034.5,1041.38,1035.63,1041.63,1035.63,1036.13,1014.88,980.646414081063,977.375700121855,975.713030581096,975.468116950537,977.237526563196,982.396311315014,987.169488561363,993.301824326237,998.466009244652,1003.68454536289,1003.70076083644,1003.90590342275,1000.70175725115,995.842674070691,1000.05478846588,1005.02477145568,1008.61803807752,1017.36272843239,1026.98517768633,1029.83637229911,1033.01221301834,1029.90557123347,1033.01221301834,1024.69053600507,1008.86851958463
814.92,981.875,979.813,981.25,978.25,980.875,996.125,1001.5,1000,1004.38,1006.38,1011.75,1013.88,1014,1008.5,1008.5,1017.13,1024,1028.75,1038.75,1039.25,1040.63,1043.75,1040.63,1037.13,1010.75,980.655678278752,977.200889085437,975.420142430749,975.148190633717,976.998249483018,982.269936575632,987.228966330793,993.539238504075,998.805923975615,1004.27318232624,1004.26195887968,1004.26638346209,1000.88766829198,995.700428564211,999.788990312157,1004.67056883376,1008.27048920715,1017.14848071897,1027.00711144788,1029.97871841307,1033.58439914542,1030.41342312265,1033.58439914542,1025.02629210847,1008.96481013405
815.187,991.125,978,983.375,981.125,967.75,981.125,988.25,990,1005,1007.5,1011.5,1008.5,998.75,1006.38,1004.75,1004.63,1004.88,1017.38,1025,1036.63,1029.38,1030.13,1029.38,1020.5,1006.63,980.655073157234,977.01192441784,975.117632665579,974.807250236845,976.742176818413,982.127635946748,987.269918073929,993.757700426352,999.123627029434,1004.84214926642,1004.79421951946,1004.60001414343,1001.05894344028,995.541236355687,999.50327296016,1004.29216347484,1007.89864442626,1016.91078990232,1026.9938499958,1030.09903978869,1034.13466855736,1030.88859560608,1034.13466855736,1025.34434659041,1009.05928548643
815.454,989.625,983.875,979,985.125,981.875,986.75,990.125,997.125,1016.63,1015.38,1016.38,1006.13,1003.38,1002.75,1004,1008.63,1008.5,1023.25,1033.5,1046.25,1039.88,1036.38,1039.88,1035.75,1014.63,980.642881095105,976.809400426107,974.805651413986,974.443459071392,976.468786100695,981.967830092945,987.289948747268,993.955167311626,999.417470666306,1005.39144035411,1005.2964817392,1004.90605779965,1001.21446562369,995.363788705903,999.196592596786,1003.88939355422,1007.50133193067,1016.64758494541,1026.94322531941,1030.19522979707,1034.66107307933,1031.33063083763,1034.66107307933,1025.6451597997,1009.15254273447
815.721,976.875,976.75,977.875,977.375,980.125,973.75,987.75,992.875,1006.75,1011.38,1007.13,1008.38,1001.5,997.625,1001.38,1004.5,1000.88,1012.88,1035.25,1038,1040.13,1033.75,1040.13,1023,1007.5,980.617373079763,976.593672736219,974.483414163801,974.055572815102,976.176887870046,981.788632065404,987.286359517107,994.128493959513,999.685442593288,1005.91955908155,1005.76766283265,1005.18366603157,1001.35214487901,995.168531773525,998.867960444941,1003.46125209395,1007.07704518625,1016.35646564716,1026.85193840619,1030.26452247666,1035.16100446174,1031.73809542066,1035.16100446174,1025.9282180051,1009.24327226866
815.988,967,957.625,960.5,968.125,966.875,975.125,967.875,983.125,984,991.125,994.25,995.375,991.875,983.5,987.625,986.625,989.125,1007.25,1008.25,1020,1021.63,1021.5,1021.63,1014.38,997.75,980.576659093978,976.364124066641,974.14949067963,973.642133800552,975.864809083648,981.587384169892,987.256389917193,994.27415128266,999.924914199283,1006.42373863334,1006.20635631512,1005.43115651199,1001.46884421051,994.956042953151,998.515974067639,1003.00595485,1006.62383792071,1016.03413389011,1026.71589551834,1030.30345531931,1035.63131195785,1032.10877907464,1035.63131195785,1026.19161987962,1009.32915928833
816.255,980.375,977.875,972.875,974.875,973,986,990.125,994.625,1005.38,1003.38,1006.38,1006.75,1007.13,997.375,996.875,1002.63,1006,1017.13,1025.25,1026,1037.25,1027.88,1037.25,1033.5,1010,980.518852718051,976.120373234752,973.803187301038,973.201681302967,975.531068196644,981.36208608701,987.197801307611,994.389260121286,1000.13311483904,1006.9016623347,1006.61067410305,1005.64675406438,1001.56145860418,994.724978510617,998.138532041605,1002.52178481921,1006.14014314026,1015.67717792167,1026.53088765721,1030.30789634563,1036.06986801664,1032.44067186316,1036.06986801664,1026.43408850269,1009.40813848835
816.522,975,983.375,973.625,969.75,977.5,987.125,988.125,998.375,1003.25,1013,1013,1016.63,1009.5,999.5,1006.88,998.875,1012.88,1020.88,1034.88,1026.75,1039.13,1038.5,1039.13,1032,1018.38,980.44288845582,975.862875615944,973.444047522825,972.734373702084,975.174697340833,981.112092978532,987.10944187714,994.470905202878,1000.30841841416,1007.35096415183,1006.97953335228,1005.82980724225,1001.62740397135,994.475427061666,997.733885861092,1002.00769300838,1005.62509010414,1015.28349349234,1026.29377012024,1030.27475735055,1036.47520962498,1032.73264312338,1036.47520962498,1026.65500111315,1009.47771364284
816.789,993.25,983,979.5,968.25,982.625,995.75,996.75,994.063,1008.75,1011.88,1016.38,1011.88,1014.63,992.938,1009.25,1007.88,1025.63,1028.75,1034,1027.5,1045.75,1044.13,1045.75,1037.25,1017.75,980.349252565478,975.59296092172,973.072653373772,972.241394295122,974.795860971757,980.838052566307,986.991727027494,994.517298235617,1000.45034388642,1007.77047839462,1007.31296892991,1005.9810694728,1001.66608484888,994.207319833066,997.301611730946,1001.46358158325,1005.07935936316,1014.85232663931,1026.00307310393,1030.20231858181,1036.84702103718,1032.98472043045,1036.84702103718,1026.85477954967,1009.53650311338
817.056,973.125,970.125,968.375,966.75,966.125,969.375,978.25,989.75,997.5,1004.88,998,995.375,991.375,986.375,983.375,988.125,995.375,1009,1012.63,1028.25,1024.38,1020.25,1024.38,1013.63,1000.88,980.238140931757,975.312583210076,972.68952814614,971.723961553669,974.394609457804,980.540149102866,986.84466085706,994.527238142924,1000.55816912521,1008.15870120712,1007.61053419107,1006.10090786253,1001.67654753361,993.918801745031,996.841145808924,1000.88926435951,1004.50299267994,1014.38219785366,1025.65683922224,1030.08859482305,1037.1848042433,1033.19687936702,1037.1848042433,1027.03240585886,1009.58316006139
817.323,977.75,976.625,960.125,972.125,972.25,985.5,991.125,990.125,1007.5,1012.75,1006,1014.13,997,999,998.375,1001.63,1009.13,1016,1024.88,1031.25,1038.13,1023.13,1038.13,1029.13,1008.5,980.109762762635,975.023244317595,972.294773787882,971.183997476957,973.97121125521,980.218145495086,986.668476010129,994.499922651224,1000.63135548793,1008.51410988107,1007.87288904655,1006.1900369111,1001.65826032442,993.609902608293,996.351967892883,1000.28435454722,1003.89592508015,1013.87186240734,1025.25371020601,1029.93267809351,1037.48775060391,1033.36981510824,1037.48775060391,1027.18620065522,1009.61600900255
817.59,972.25,974,976.625,976.375,977.5,984.5,985.375,991.5,1000.88,1015.63,1008.44,1010.88,1013.25,1003,994.938,999.125,1009.88,1021.13,1030.25,1041.88,1042,1036.38,1042,1044.63,1012,979.964487194535,974.726829419264,971.888734628867,970.623789620663,973.526328733745,979.871784810469,986.463830971708,994.435379268395,1000.66953825862,1008.83511090165,1008.10112815126,1006.24941618639,1001.61126155797,993.280003507535,995.833449958984,999.649297397815,1003.25801877348,1013.32054909242,1024.79337816444,1029.73528796897,1037.75525190168,1033.50469011945,1037.75525190168,1027.3157546385,1009.6340878954
817.857,982.875,971.375,969.125,972.75,974.125,971.625,988.75,993.625,992.375,1006.88,1010.88,999.75,992.875,994.125,991.5,998.625,999.25,1007.75,1022.75,1033.63,1033.75,1029.38,1033.75,1019.75,1007.88,979.802522426245,974.424927863519,971.472018091168,970.045825762914,973.060870678006,979.500799688138,986.231640759928,994.334398164438,1000.67242493444,1009.12004664187,1008.29653449648,1006.27987959808,1001.5358090429,992.929223453025,995.284998383531,998.985232636695,1002.589156904,1012.72793807511,1024.27648438635,1029.49814810436,1037.98676242786,1033.6022413833,1037.98676242786,1027.42134816916,1009.63674473005
818.123,967.75,968.75,960.75,962.25,967.875,971,974.75,983.25,989.5,994.25,994.375,997.125,987,982.5,986.25,991.25,988.75,998.5,1011.13,1015.25,1027.38,1023.88,1027.38,1011.5,994.75,979.62406287424,974.119910662415,971.046551782067,969.454228211016,972.577233400373,979.106748225643,985.973199678566,994.19797646483,1000.63933720709,1009.36664527228,1008.45921360682,1006.28149719743,1001.43232834898,992.5579641393,994.707291955929,998.29579009975,1001.89195059173,1012.09527775243,1023.70586927422,1029.22302188653,1038.18112858815,1033.66268649297,1038.18112858815,1027.50286502276,1009.62340582987
818.39,977.75,975.75,965.625,972.625,973.625,974,980.625,1001.25,989.833,1008.38,1012.25,999.875,998.75,997.5,994.875,998.125,1002.75,1013.25,1028.38,1035.88,1041,1030.75,1041,1021.63,1013.5,979.427187992042,973.810230267304,970.608443343791,968.846274971978,972.071959278321,978.686427884653,985.685996961977,994.024573490348,1000.56860437085,1009.57491005971,1008.59077334937,1006.25376298815,1001.29962020071,992.162542370424,994.094063146693,997.576354929268,1001.16103756124,1011.41587046172,1023.07773218722,1028.90720003206,1038.33921137269,1033.68655336547,1038.33921137269,1027.55967983454,1009.59306883361
818.657,985.875,969.5,979.5,972.75,977.375,977.25,992.625,997,990.167,1005.25,1013.75,1007.63,1013,1003.88,1000.38,998.125,1008.25,1010.25,1023.63,1026.75,1042.38,1042.63,1042.38,1027,1012.5,979.212142041398,973.497191106085,970.158140379759,968.225772633996,971.546631156217,978.240493769333,985.369723040861,993.813810815642,1000.45915629452,1009.74180416369,1008.69105249593,1006.19603380917,1001.13745371808,991.744902574765,993.44623294997,996.829535802772,1000.39851701237,1010.69014499478,1022.39408500172,1028.55030109426,1038.45990827259,1033.67286328011,1038.45990827259,1027.58962624784,1009.54476501734
818.924,970.875,963.25,960.75,961,960.375,967.125,977,984,990.5,1000.63,998,996.625,987.75,978,983.25,982,986,996.125,1011.5,1017.63,1027.5,1024.13,1027.5,1016,998.625,978.979472661437,973.18109990175,969.695178988068,967.594249086675,971.00143963646,977.768462022305,985.023370665219,993.565387630922,1000.31055590589,1009.86601674359,1008.76056960135,1006.10852583768,1000.94573598087,991.305714647986,992.763948813272,996.056005194963,999.604380190143,1009.91701338181,1021.65561685972,1028.15069211786,1038.54327256501,1033.62162333557,1038.54327256501,1027.59238845899,1009.47793606252
819.191,973.875,968.375,970.5,968.75,965.5,979.125,980.125,999,996.125,1006,1011.38,1002.5,1003,995,996.5,988.5,998.75,1007.63,1016.5,1024.5,1040.63,1028.75,1040.63,1025.63,1003.25,978.730458000216,972.862634087765,969.219666283425,966.954167337263,970.436831244959,977.2700611099,984.645906468907,993.279281679962,1000.12303742746,1009.94636669515,1008.79924368726,1005.99186615451,1000.72456427202,990.843778278361,992.048483184637,995.257357241066,998.779196968941,1009.09568678861,1020.86279632595,1027.70661056123,1038.58890611351,1033.53311587119,1038.58890611351,1027.56791845924,1009.39133220392
819.458,989.25,971.063,978.25,969.063,980,985.75,997.875,1003,998.063,1022.63,1024.5,1027.38,1014.63,1011.63,993.188,1007.5,1009.5,1025.25,1038.88,1027.75,1043.13,1046.88,1043.13,1040.5,1009.81,978.466815136097,972.5416387287,968.732811780889,966.308737864735,969.854019023673,976.745801243201,984.237245500912,992.956369493975,999.89733775608,1009.98331066315,1008.80824011302,1005.84733634366,1000.47584070252,990.359878146925,991.303217092466,994.436425981336,997.925005751242,1008.2271110273,1020.01763198854,1027.21715803061,1038.59685936161,1033.40786904217,1038.59685936161,1027.51668959976,1009.28486032606
