X,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,103 pts LE smooth of B,103 pts LE smooth of C,103 pts LE smooth of D,103 pts LE smooth of E,103 pts LE smooth of F,103 pts LE smooth of G,103 pts LE smooth of H,103 pts LE smooth of I,103 pts LE smooth of J,103 pts LE smooth of K,103 pts LE smooth of L,103 pts LE smooth of M,103 pts LE smooth of N,103 pts LW smooth of O,103 pts LE smooth of P,103 pts LE smooth of Q,103 pts LE smooth of R,103 pts LE smooth of S,103 pts LE smooth of T,103 pts LE smooth of U,103 pts LE smooth of V,103 pts LE smooth of W,103 pts LE smooth of X,103 pts LE smooth of Y,103 pts LE smooth of Z
716.263,759.5,758.125,759,757.75,759.25,762.375,763.75,760.25,759.75,760.5,758.5,757.375,756.625,756.375,759.875,760.25,763.25,761.5,762.5,762.25,758.375,759.875,758.375,758.375,757.75,758.662486784267,757.732392778005,759.720894427025,758.951227760804,761.008412817907,761.710549188392,764.789242995099,761.24450390408,759.633759438089,759.583341762737,756.979130446974,757.940908691062,757.823118938409,757.651547078347,757.503245570979,760.114333422306,761.741957657346,762.581410834554,763.404644798248,762.112163407077,758.533510151229,760.180880080571,758.533510151229,758.622588579643,757.051383439811
716.532,761.875,760.5,762.5,762.75,764.25,761.75,766,760.917,759.5,760.875,761.25,758.875,760.5,760.25,761.5,761.25,764.875,764.875,762,765.875,757.792,765.125,757.792,760.875,760.125,758.870479693969,757.813048832452,759.921828284784,759.052151170697,761.169652967842,761.876434472365,765.080446556032,761.323399482476,759.72291959453,759.757795165019,757.056014610195,758.10495823675,757.998668224382,757.749561082935,757.628735589999,760.276293783801,761.899112211115,762.752958888928,763.57883352105,762.225044138243,758.737974690734,760.392202675706,758.737974690734,758.852458931284,757.183386777262
716.801,766.625,758.5,765.875,764.625,769.125,767.625,768.375,761.583,759.25,766.125,757.938,764.25,762.875,760.125,759.563,765.625,770,769.25,767.75,769.5,757.208,770.5,757.208,766.5,759.313,759.082026997011,757.897465602863,760.120886528503,759.155558855345,761.327777103196,762.040071734579,765.358417024077,761.400166529984,759.815025823563,759.932977215503,757.137995796947,758.271232012266,758.175363484349,757.849297776627,757.757760880339,760.437332037635,762.053256629133,762.924439228588,763.751200882567,762.340043561338,758.947558240603,760.606032492862,758.947558240603,759.084672977089,757.321081124313
717.07,758.25,756.5,758.5,762.125,758.375,761.125,760.25,762.25,759,759.875,754.625,756.75,757.375,760,757.625,758.5,759.375,763.25,761.625,760.5,756.625,760,756.625,761.25,758.5,759.295955350939,757.985651661614,760.316897572238,759.261034834556,761.482101302147,762.200484908233,765.621482730184,761.474769505275,759.909819108926,760.107774515255,757.224819248834,758.439216533735,758.352016687283,757.950822680823,757.890234751611,760.596364425369,762.203194090907,763.09485151437,763.921146394177,762.456764567786,759.161470065846,760.821512108741,759.161470065846,759.318170757491,757.464400629807
717.339,760.75,758,759.125,760.875,760,762.5,762.125,761.25,761,759.375,757,755.75,758.5,758,760.125,760.875,759.75,761.75,763.625,764.625,756.5,759.625,756.5,756.25,758.75,759.511176700223,758.077855102716,760.508592332113,759.368017356984,761.631863986601,762.356480244708,765.867688220766,761.547052400601,760.006882048582,760.281118992058,757.316044530081,758.608339183683,758.527583863885,758.054312776992,758.025877238179,760.75234091298,762.347668224501,763.263042243683,764.087939553676,762.574473832245,759.379164836722,761.037801429999,759.379164836722,759.551990725937,757.613049330593
717.609,760.125,759.75,756.875,760.625,759.625,761.375,759.875,762.5,761,756.5,755.75,761.625,759.625,758.75,759,758.875,761,765.5,764.375,762.75,758.75,759.125,758.75,758.25,757.75,759.727235507747,758.174979404721,760.695255282669,759.476411998228,761.77671545937,762.507360162369,766.096015849657,761.61698204731,760.106169486553,760.452591100222,757.411566884455,758.778411879539,758.701850296007,758.160396771085,758.164639148007,760.904884589092,762.485923411399,763.428421203019,764.251244173613,762.692696028954,759.601122853106,761.254906432222,759.601122853106,759.786156877019,757.767165435479
717.878,760.625,758.25,761,762.25,762.875,762.25,763.5,763.875,760.625,760,759,759.25,756.125,758.5,758.375,761.25,763.875,763.75,766.25,764.25,758.625,760.5,758.625,759.5,758.125,759.941344544397,758.276717019272,760.87434192472,759.585013192577,761.914799628132,762.651036923295,766.304227810821,761.683992986985,760.206779222905,760.620122331371,757.510471714421,758.947391454254,758.872673322469,758.268367981613,758.304664974647,761.051954572868,762.615981388376,763.588721240691,764.408982369195,762.810009179821,759.825296199019,761.47062328067,759.825296199019,760.018265010162,757.925201980591
718.147,756.75,757.75,759.5,756.375,758.25,761.75,756.75,759.375,760.25,759.25,757.25,756.125,754.625,757.25,757.125,758,754.875,758.25,761.375,760.875,758.5,760.25,758.5,758.5,757.625,760.152961111905,758.384262890552,761.045008494812,759.693510203698,762.045568278694,762.786951212327,766.491499824882,761.747991622636,760.3087965804,760.783298189261,757.613033667459,759.115190239716,759.039593248139,758.378867943397,758.445445790832,761.193229164825,762.737213339737,763.743499731345,764.56074921139,762.926126134769,760.052301284838,761.685176621037,760.052301284838,760.248270214473,758.087186793697
718.416,756.375,756.875,758.875,759.625,761.25,759,760.75,762.625,760,757.125,758,758.125,754.875,757.5,758.625,756,758.25,766.5,759.625,761.75,756.25,755.875,756.25,757,756.25,760.361246751645,758.498044530865,761.206647966157,759.801379839897,762.168694852029,762.914482730773,766.657611244625,761.808885205594,760.412266537732,760.94175109607,757.719327111746,759.281602339973,759.202160573699,758.491943027687,758.585986112824,761.328348575499,762.849064045894,763.892352951946,764.706136326524,763.040845008391,760.28174163109,761.898533733638,760.28174163109,760.475917460271,758.252871320299
718.685,757.875,757.875,761.875,761.75,759.125,762,759.875,762.125,761.5,758.25,755.25,759.875,759,759.25,759.75,761.75,762.125,762.875,762.875,761.813,759.625,762.375,759.625,760,756.875,760.56552151917,758.618456316872,761.359004131125,759.90819258931,762.284200188962,763.033216315603,766.802670536802,761.866562852478,760.517242771329,761.095461081973,757.829593161079,759.446621996882,759.360222042093,758.607605416893,758.725433209408,761.45721498526,762.951366652759,764.035066170014,764.844994589898,763.1541235158,760.513344944786,762.110576917831,760.513344944786,760.701232030981,758.422206436256
718.953,755.875,758.875,760.75,760.25,759.75,760.125,760.25,758.875,761.25,758.125,757.25,756.75,756.5,760,758,757.5,758.625,760.75,764.75,761.875,760.875,759.375,760.875,755,757.5,760.764428371998,758.744986944515,761.501656289719,760.013201060017,762.391816334808,763.142533155603,766.927248349183,761.920751476226,760.623309740714,761.244238771452,757.943508769598,759.609665362567,759.513404024802,758.725316855975,758.862737085194,761.579284264876,763.044125616435,764.170877383847,764.976961399003,763.265508794371,760.745872482347,762.32041337883,760.745872482347,760.923518790001,758.594537240923
719.222,776.875,759.188,776.375,761.625,776.75,777.5,780.375,761.188,761.375,774.25,757.917,773.25,774.125,759.063,759.125,777.875,778.5,780.375,783,761.563,762.563,778.625,762.563,776.625,759.188,760.958490826145,758.878642237082,761.634789728049,760.116778819669,762.491931592254,763.242618290842,767.031664766721,761.971429183086,760.730910814936,761.389000561427,758.062033121245,759.771502419465,759.662744507809,758.846015679757,758.998752099472,761.695138031651,763.127970238517,764.300001964341,765.102559642258,763.375455932387,760.980731568515,762.528835034609,760.980731568515,761.14381714247,758.770970059402
719.491,759.125,759.5,762,763,761.375,764,764,763.5,761.5,761.625,758.583,762.375,760,758.125,760.25,761.125,760.75,766.625,765.5,761.25,764.25,762.75,764.25,761.25,760.875,761.146635794716,759.018646870111,761.758277241971,760.218293649206,762.584070531141,763.333124172667,767.116805088057,762.01847198009,760.839480577583,761.52972541832,758.184726538603,759.931611985699,759.808188632415,758.969069236482,759.1327954796,761.80444780447,763.203235311568,764.421573441154,765.221226881278,763.483508777103,761.216653309391,762.734869746016,761.216653309391,761.361453287284,758.950575707461
719.76,757.75,758.375,759.5,757,759.875,760.5,795.125,758.875,760.375,758.875,759.25,757.5,757.375,756.875,760.25,756.875,762.5,759.625,760.25,761.375,759.875,759.625,759.875,757.75,758,761.328767705587,759.164801780445,761.872517856419,760.317659322581,762.6683046343,763.414099699538,767.183639450442,762.062109849871,760.948767274986,761.666756262217,758.311667641622,760.090134388189,759.950241294888,759.094307560639,759.264873721365,761.907524349902,763.270691578537,764.535175160181,765.332928639879,763.589861358966,761.453510588853,762.938487002553,761.453510588853,761.576642029025,759.133234839212
720.029,761.125,757.375,761.5,759.5,760.375,762.125,831.5,765.25,760.125,757.625,758.375,760.5,757.875,757.75,757,760,762.875,762.5,766.375,764.25,765.75,759.875,765.75,761.5,759.25,761.505285310396,759.316705173348,761.978201920371,760.415022739389,762.745134735271,763.485653673013,767.233440127391,762.102642628489,761.058539750341,761.800415053901,758.443064259798,760.247468885418,760.089758388559,759.221537326033,759.394899806449,762.005095641947,763.331294940929,764.640500258642,765.437839058515,763.694795626123,761.691188050508,763.139803923817,761.691188050508,761.789712551118,759.318860347476
720.298,758.875,758.375,756.875,757,759.625,761.625,762.75,762.125,759,757.5,757.375,756.875,759.375,758.625,759.5,757,758.875,760,763.125,762.75,758.625,761,758.625,760.875,759.125,761.676677931911,759.473831393207,762.075996890556,760.510535978032,762.815150611391,763.54807680116,767.267326660858,762.140349781062,761.168712396577,761.931042302435,758.579174235704,760.404133417255,760.2276048998,759.350604813298,759.522527226187,762.097939183128,763.386042943188,764.737465752801,765.536095640377,763.798559549561,761.92944091254,763.338887477318,761.92944091254,762.001147959513,759.507387845432
720.567,760,759.063,761.75,760.375,760,762.25,764.125,762.5,758.813,761.875,758.875,759.625,758.75,757.625,757.25,761.625,763,762.5,764.125,763.75,764,760.25,764,761.375,760.563,761.843390935873,759.635657676191,762.166738020809,760.604424365105,762.879007117463,763.601974282968,767.286452667529,762.17546049161,761.279305845239,762.059253843209,758.72021904851,760.560481454975,760.364531297379,759.481362629704,759.647549043682,762.186882860254,763.436087260412,764.826450366754,765.627931129782,763.901442746415,762.167885830901,763.535891646781,762.167885830901,762.211859787478,759.69887180559
720.836,759,759.75,760.5,760.75,760.5,761.875,762.625,763.75,758.625,760.5,759.75,757.625,759.25,759.375,758.25,764,762.375,763.25,762,764.75,762,763,762,760.5,762,762.00551049684,759.801357034355,762.250694474439,760.696696350942,762.937125732573,763.647569009846,767.290931150974,762.207984252854,761.390370728501,762.185269017795,758.866387533636,760.716507777191,760.50086606772,759.613834349956,759.769887919757,762.272307162308,763.482097912318,764.907718217636,765.713145407765,764.003672856355,762.405992721585,763.730726328337,762.405992721585,762.422218184776,759.893249688859
721.105,756.625,759.625,760,757.375,760.375,761.5,762.25,759.375,762.375,761.75,757.375,756.375,759.25,760.125,759.625,758.75,763.5,761.375,763.625,766.625,761.25,761.875,761.25,760.25,759,762.163568797791,759.969891115466,762.328705816903,760.787534287488,762.990076492836,763.68569338441,767.28177617558,762.237820518203,761.502232049973,762.309664021437,759.0177869014,760.872490746031,760.637397021932,759.747895365911,759.889725912414,762.354653242236,763.525016822257,764.981820081163,765.791986367066,764.105502471657,762.643487611423,763.923764606784,762.643487611423,762.632919821299,760.090346038204
721.374,760.875,759.75,763.75,760.75,762.25,762.75,765.25,764.25,766.125,762.375,763.125,761.875,758.25,761.625,759.917,760.125,764.5,764.25,766.25,765.125,762.75,765.375,762.75,766.25,761.25,762.318211478587,760.140193470954,762.401599284254,760.877125413319,763.038349491873,763.717232986675,767.259736112276,762.264999088319,761.615579559796,762.432947284909,759.174482687371,761.028647540037,760.774615854113,759.883527402557,760.007262228218,762.434537922119,763.565704134822,765.049337675468,765.864747625985,764.207061044829,762.880243869962,764.115591683816,762.880243869962,762.8445236985,760.290161774076
721.643,785.375,760.5,786.75,760.813,788,789.125,785.625,763.313,763.813,786.875,761.625,785.625,786.375,761.313,760.208,784.75,789,783.75,792.375,765.813,763.813,787.625,763.813,790.125,761,762.470052334634,760.31120548894,762.470105224568,760.965587172241,763.082354606663,763.743126395164,767.225527669938,762.289827715609,761.731260282154,762.555425676581,759.336634840114,761.184913136271,760.912910235404,760.020790066942,760.122595695874,762.512471554511,763.604952272048,765.110789751731,765.931585981404,764.308459773731,763.116353131789,764.306677050465,763.116353131789,763.057319724263,760.492742105047
721.912,761.375,761.25,760.875,760.875,762.625,762.5,764.375,762.375,761.5,763.25,760.125,758.75,758.75,761,760.5,761.25,760.875,763.25,762.5,766.5,764.875,762.375,764.875,761,760.75,762.619440119401,760.481982737474,762.534814502743,761.052935729611,763.122489129833,763.76409673307,767.179745190352,762.312736141563,761.849859804489,762.677392449594,759.50429935133,761.341006190485,761.052528133819,760.159729159111,760.235828810115,762.588681212798,763.643334669564,765.166613194261,765.992571339064,764.409776128978,763.35217693145,764.497272759024,763.35217693145,763.271106047838,760.698076617854
722.181,759.75,758.5,761,759.25,760.125,758.75,761.375,760.5,759.375,760.125,756.125,759.5,760.25,757.375,758.625,758,763.625,760.875,763.25,761.75,760,759.625,760,762.75,758.875,762.766380025514,760.651593945505,762.596057133992,761.139128325488,763.159017593389,763.780167432378,767.122033606204,762.334147962653,761.971940763946,762.799113103384,759.677484539263,761.496255606287,761.193518393003,760.300596770801,760.34704238291,762.662976704381,763.680927011564,765.216994462037,766.047668928281,764.511289414459,763.587995881026,764.687197199991,763.587995881026,763.485231485348,760.906188377321
722.45,761.625,764.625,761.875,759.875,764,767.375,765.375,761.625,761.875,763.5,758.5,756.625,762.375,761,761.25,762.875,764.5,765.125,766.75,766,764.875,769.25,764.875,763.5,760.375,762.911379460151,760.819596230396,762.65448960807,761.224361472055,763.192146435658,763.791757894525,767.052637984315,762.354534815233,762.097956818584,762.921220768386,759.856308444112,761.650529129216,761.336228913758,760.443469635074,760.456500960884,762.735349223056,763.718230189295,765.262471814993,766.097363500993,764.613237050238,763.824439620239,764.876579676253,763.824439620239,763.699706695864,761.11715792548
722.719,763.125,761.5,762.875,760.875,761.875,761.625,761.125,764,762.75,761.875,759.125,761.25,760,761.25,759.625,762.25,762.75,765.875,764.875,764.5,762.875,768.125,762.875,764.625,760,763.05510295105,760.986104892767,762.710676487311,761.309000306905,763.222245603498,763.799283650202,766.971934222798,762.374493182832,762.228471037803,763.044584460617,760.041009821303,761.804142619145,761.481076136031,760.588444226467,760.564464333884,762.805968050878,763.755730721762,765.303721995998,766.142288684963,764.716192800773,764.062147198498,765.06561445983,764.062147198498,763.914748590144,761.331282820865
722.988,764,763,760.875,761.875,761.875,761.625,764.625,763.25,763.625,761.75,759.75,759.625,760.25,760.375,758,764.5,762.875,763.75,764.625,762.75,766.875,763.875,766.875,765.375,759.625,763.198232082205,761.151836961853,762.765293936869,761.393578426796,763.249813495447,763.803152851659,766.880526017073,762.394751411763,762.364012020732,763.170098913643,760.231927993876,761.957523916327,761.628465580767,760.735567264714,760.671273071574,762.875216911256,763.793753283154,765.341579526313,766.183291984004,764.821015089486,764.301834148048,765.254493983585,764.301834148048,764.130588829491,761.549059694558
723.257,760.875,759.75,759,760.125,760.5,761.875,760,762.125,761.25,762.5,758.5,759.25,759.375,757.75,760,762.125,757.5,765.25,765.75,765.125,768.25,759,768.25,759,759.25,763.341537036454,761.318200000989,762.819125933766,761.47867565002,763.275265910548,763.803651127842,766.779089172746,762.416056833326,762.505117522179,763.298778153337,760.429528007708,762.11111876806,761.778717193871,760.884853232063,760.777471525322,762.943584576787,763.83263113568,765.376840049336,766.221378403628,764.928559909755,764.544207703989,765.443372387575,764.544207703989,764.347562231883,761.771160535822
723.526,765,763.875,764.375,762.625,760.5,767.125,765.25,763,762.625,765.25,762,762.5,762.875,762,763.5,761.125,765.5,765.5,765.625,764,769.625,766.75,769.625,762.125,760.625,763.485798441704,761.486310144404,762.872870214806,761.564729641939,763.298598847639,763.800987217529,766.668235964361,762.439082591091,762.652285770194,763.431598649243,760.634342788788,762.265506613258,761.932298124461,761.036305601267,760.883604547036,763.011373341666,763.872516480153,765.410110481459,766.257557173519,765.039649914143,764.789714064942,765.632130860284,764.789714064942,764.565900353232,761.998329682719
723.795,764.375,762.25,763.875,763.375,761,763.125,761.75,762.875,763.5,764.125,764.5,764.75,759.375,763.625,761,762.375,764,762.875,760.75,767,771,763.125,771,762.75,762.125,763.631531912797,761.656815013065,762.927121564405,761.651979388519,763.319697659769,763.795364801491,766.548594535902,762.464584138384,762.805770286183,763.56917933164,760.846738815266,762.421199630363,762.089651664334,761.189852793162,760.990144868954,763.078859730276,763.913549258722,765.44183591178,766.292701758564,765.155008189496,765.038657266901,765.820633745251,765.038657266901,764.785749935569,762.231178165002
724.063,766.375,761.625,761.5,764,766.625,764.125,765.375,763.5,766.625,764.75,763.75,765,763.875,763.125,764.125,765.875,766.125,766.375,770.125,767.375,768.5,767.25,768.5,767.375,764.5,763.778132890845,761.829266501528,762.981939838324,761.740258795042,763.338112168491,763.786717635705,766.421043906324,762.492983562255,762.964797669714,763.711150344917,761.066169980156,762.577817002995,762.250381558407,761.344918566146,761.096953685254,763.145823680959,763.955521232722,765.472003945623,766.327144338622,765.274871145876,765.290046010904,766.00783773589,765.290046010904,765.006199429642,762.469337183994
724.332,764.25,764.75,761.125,762.75,763.5,760.25,765.125,761.125,765.125,763.5,760.875,763.625,760.875,759.625,764.375,762.25,763.25,769,767.125,762.625,764.875,765.75,764.875,760.625,765.75,763.926939598646,762.005109288282,763.038147152133,761.830419945635,763.353791535336,763.775232303657,766.285307552287,762.525030060921,763.13020049982,763.858736711245,761.294347796278,762.736903607126,762.415796883319,761.502607356291,761.205031134642,763.212874808525,763.99889232014,765.501282115952,766.361731301806,765.400615863169,765.545491262259,766.194884015509,765.545491262259,765.229145143168,762.71501006179
724.601,769.125,764.25,768.25,762.5,770.625,770,769.25,762.813,770,768.125,761.063,765.625,766.375,760.188,763.438,770.375,770.875,769,770.875,763.75,769.625,770.75,769.625,768.75,764.063,764.077732343564,762.183704131156,763.095782646495,761.922270082273,763.366623506218,763.76133158438,766.142530719179,762.561123882202,763.300776702419,764.011379644158,761.530288424949,762.898200018979,762.585179674204,761.662162766703,761.314135763243,763.279736183922,764.043661163942,765.529898674354,766.396794966404,765.531858659728,765.803601868375,766.381020497728,765.803601868375,765.454066134118,762.967525471948
724.87,763.375,763.75,761.5,762.25,758.75,761.125,765.125,764.5,761,762.875,761.25,763.5,761.125,760.75,762.5,764.875,762.625,766.375,765.25,764.875,766.875,764.875,766.875,764.5,762.375,764.230817657973,762.36486539353,763.155044451049,762.015916305713,763.376711859555,763.745389001948,765.99353927106,762.601763059687,763.475628614815,764.168965604955,761.773624464109,763.062072446688,762.75826768408,761.823494801214,761.424234507476,763.346342757234,764.089947573664,765.55798639807,766.43272217961,765.668297411083,766.063647017656,766.566450045001,766.063647017656,765.681183265886,763.226816330395
725.139,764.875,762.125,762.75,764.25,763.625,762.75,763,763,762,764.25,761.25,764.25,761.125,762.75,762.75,762.375,764.375,765,764.75,766.375,764.125,765.125,764.125,764.875,762.875,764.386477978504,762.548099748435,763.21618653464,762.111351608221,763.384276465057,763.727578905649,765.83921865809,762.647346582631,763.6536019624,764.331407266985,762.023849347662,763.228626366446,762.934771357242,761.986566589902,761.535122041841,763.412772117318,764.137755954904,765.585554480332,766.469685284503,765.809339792436,766.324704708157,766.751406783071,766.324704708157,765.910608484137,763.492452214582
725.408,761.75,764,764.25,763.25,766.375,763.25,763.5,762.75,761.375,764.375,762.125,763.125,764.625,762,763,763.625,761.75,768.5,766.5,766.25,765.25,767.25,765.25,766.625,762.625,764.544909961159,762.732734574053,763.27953648036,762.20845297111,763.389511365067,763.708211709202,765.680376710943,762.698122077685,763.83347827021,764.498459595446,762.280354673996,763.397811349275,763.114256343453,762.151391309959,761.646500875076,763.479029769552,764.186874151996,765.612405798695,766.507666065157,765.954312179815,766.585800858947,766.936322122229,766.585800858947,766.142458897393,763.763623603781
725.677,767,763.188,763.125,764.125,762.625,766.875,763.625,762.5,761.375,762.375,763,760,764.625,764,762.5,763.5,760,765.75,765.5,766.063,765,764.75,765,764.375,765.125,764.706427139848,762.918038131906,763.345422688946,762.307211763438,763.392772235307,763.687772184358,765.51811689874,762.754355435667,764.014330151187,764.66982110922,762.542516646414,763.569494227185,763.29628276405,762.317993817675,761.758302615578,763.544828067441,764.237005863056,765.638303651555,766.54685220863,766.102623965109,766.846042431079,767.121946283083,766.846042431079,766.376998778126,764.039352684947
725.946,762.75,762.375,761.875,759.25,764.125,762.625,765.125,762.875,761.375,761.375,762.125,762.25,761.375,759.125,762,761.75,762.5,764.25,767,765.875,764.75,768.5,764.75,765,765.375,764.871338551177,763.103405494309,763.414222963286,762.407762584599,763.39438751442,763.666939946172,765.353922047775,762.816288237222,764.195716995094,764.845159310506,762.809840951942,763.743922697672,763.4805048804,762.486421467941,761.870815124867,763.609782121761,764.287851496271,765.663157879611,766.587521857741,766.253972120721,767.104770627821,767.309237796317,767.104770627821,766.614605483583,764.318694381719
726.215,760.75,760,760.125,765.625,762.375,759.75,765,761.25,761.5,763.125,761.5,762.875,762.25,761.125,758.625,762.375,762.75,763.375,762.375,765.125,764.5,764.875,764.5,766.625,763.875,765.040068989914,763.288703259994,763.48643092074,762.510284169191,763.394757088519,763.64648593454,765.189584648419,762.884159774951,764.377664470782,765.024230953816,763.082029817354,763.921778458285,763.666918546483,762.656610087766,761.984601800767,763.673906674594,764.339228611261,765.687267328334,766.629882859264,766.408364987263,767.361904549153,767.499250258413,767.361904549153,766.855624711571,764.60090371972
726.483,765.75,757.875,759.375,762.375,758.875,760,762.5,760.5,763.75,761.875,762.75,760.5,762.375,760.75,760.875,762.75,762.5,765.125,765.125,767,766,764.125,766,764.375,762.875,765.21230840031,763.473133132329,763.562240364807,762.614616753651,763.394268357838,763.627337335805,765.028058408678,762.957926498413,764.559754443372,765.206248895072,763.357931809595,764.103061381575,763.855045565594,762.827998128351,762.099706724987,763.737264877527,764.391083094565,765.710921663363,766.674012890828,766.565261136077,767.616673212718,767.692229304798,767.616673212718,767.099642236737,764.884465567462
726.752,768.125,763.75,762.5,762.125,763.25,761.75,760.375,761.75,764.125,761.625,763.5,762.5,766,760.25,761.25,762.625,763.5,763.125,767.875,768.875,766.75,769.5,766.75,767.625,767.5,765.389700195332,763.65801838909,763.642642895529,762.72150605161,763.393446309953,763.610078445396,764.870849406261,763.03825080706,764.743689654899,765.392520315407,763.639668401117,764.28975473872,764.046649695255,763.001962701559,762.217441266144,763.800713694691,764.44391684409,765.734847687276,766.720685859764,766.725931449034,767.871366156296,767.890609678922,767.871366156296,767.348999587374,765.171071942029
727.021,762.5,763.25,758.75,761.25,760.375,762.875,762.5,761.75,764,760.375,762.5,762,762.75,761.625,762.5,759.25,760.125,763,762.125,765,766.688,764.375,766.688,761.625,766.125,765.572105478547,763.842872886343,763.727511516183,762.83054967106,763.39283777935,763.59526870986,764.721153873788,763.124872547837,764.929328779665,765.582441780677,763.92640089565,764.481910377081,764.241515691154,763.177797044728,762.337882297332,763.864420135374,764.497724954076,765.759574990543,766.770116631304,766.889909962758,768.125564284009,768.094745689971,768.125564284009,767.603439556502,765.459342687854
727.29,764,763.375,763.75,761.313,764.125,764.375,764.5,761.75,764.375,768.375,761.625,763.75,763.25,763.375,763.75,763.125,762.875,765.625,765.75,768.125,766.625,768.5,766.625,767.375,766.375,765.75982847021,764.027883598357,763.817039894109,762.941506627553,763.392922127781,763.583535795069,764.58177825369,763.217827904808,765.117248050604,765.776157202508,764.218178995035,764.680220425502,764.440336829554,763.355497146193,762.461584368514,763.92885227005,764.552948606599,765.785769483538,766.822772254625,767.057213773911,768.37981514719,768.30551696644,768.37981514719,767.863628150271,765.748840468235
727.559,765.625,765.125,762.875,761.375,762.125,764.25,760.125,766.375,765.125,764.375,766.5,764.375,759.5,762.875,762.5,764,763.625,764.375,767.875,768.25,769.5,766.75,769.5,768.875,764.625,765.952863024492,764.213120108375,763.911259568544,763.053842731734,763.394323066717,763.575533560498,764.455292559599,763.317205641756,765.30808112205,765.973779675628,764.514987679899,764.885393647474,764.643857390572,763.535126493637,762.588933547978,763.994443810367,764.610053287544,765.813980205947,766.879156774298,767.227765839678,768.634606048085,768.523561843924,768.634606048085,768.129917377529,766.038879129042
727.828,765.5,764.75,762.625,761.25,760,764,763,764.25,766.5,764.875,764.875,765.625,762,762.375,763,763.625,763.5,767.375,767.75,768.75,765.875,769.375,765.875,767.375,766.125,766.151225114924,764.398670225373,764.010180506032,763.167007954107,763.397873859846,763.571912936381,764.344069977106,763.423154360129,765.50240947496,766.175529864076,764.816871787549,765.098349966814,764.852949271444,763.716770360201,762.720223496932,764.0616252029,764.669446037508,765.844725647021,766.940050681458,767.401503265965,768.890467342653,768.749303673254,768.890467342653,768.4024898732,766.328770467347
728.097,766.625,764.375,761.5,763.625,763.125,762.375,759.625,763.125,765.5,766.625,767.125,765.625,765.5,761.875,763.438,762,762.5,765,765.875,767.25,770.375,768.625,770.375,766.875,768.125,766.354479004929,764.584681863546,764.113659623899,763.280271521768,763.404189029631,763.573035779787,764.250061515905,763.535665870828,765.700494867481,766.381547334234,765.123942238889,765.31984979624,765.068391978292,763.900615100202,762.855597601841,764.130636806237,764.731222040288,765.878102053746,767.00603054536,767.578222080175,769.147779089237,768.982673602683,769.147779089237,768.681337141814,766.617798079299
728.365,765.125,763.938,767.375,763.375,767.125,761.25,765.25,763.438,767.75,765.375,766.375,766.5,762.5,763.063,763.875,764.5,767.25,765.625,770.375,767.25,770.125,769.5,770.125,769.75,768.875,766.561347923826,764.770727050654,764.22116349963,763.392489253063,763.413613957053,763.579042781642,764.174862681291,763.654178098344,765.901757451878,766.591148565645,765.434939996667,765.549505368872,765.28987859396,764.086079306632,762.994466911023,764.201365585044,764.79514731372,765.913851027926,767.077176600223,767.757071440188,769.405747507009,769.222355025555,769.405747507009,768.965202775878,766.90436714762
728.634,765.75,763.5,764,763,766,762.5,766.125,763.75,768,766.5,765.25,766.25,763.5,764.25,763.5,764.5,765.125,766.375,767.375,768.625,768.875,771.25,768.875,767.625,764.125,766.773350272554,764.958642879746,764.333906637156,763.503749247873,763.426641034306,763.590400869825,764.120006078799,763.77968471418,766.107996933507,766.806371098879,765.752003642953,765.789614800281,765.519684105362,764.274860516669,763.137780084259,764.274692782623,764.862172942547,765.952113350453,767.154745509875,767.939206711107,769.666826997475,769.469801484421,769.666826997475,769.256308083884,767.189936080258
728.903,763.5,764.875,760.875,759.5,761.125,759.75,763.125,764,763.375,768.5,762.625,764.125,763,760.625,761.875,760.5,761.875,762,763.25,764.75,765.875,765.125,765.875,767.625,763.125,766.989495558776,765.148280777362,764.45176044485,763.613199948365,763.443770480985,763.607320979923,764.08680675811,763.911911566571,766.318753179332,767.027346881513,766.073974409455,766.039768853876,765.757497718653,764.466329539158,763.284940264539,764.350849209071,764.932567919503,765.992679729223,767.238693466047,768.123990965547,769.930794695518,769.723720525528,769.930794695518,769.553620168734,767.472874617291
729.172,767.25,768.875,764.125,764.75,765.125,766.375,766.125,764.375,768.25,770.5,768.125,770.25,767.75,763.625,762.083,768.375,763.125,767.75,765.625,771.5,772.375,772.125,772.375,770.375,768.875,767.208593217419,765.340016674259,764.575000567555,763.720381251747,763.465609263427,763.629933405664,764.076365718355,764.051072332734,766.534154732404,767.255226542202,766.400909901008,766.300236902833,766.003834987856,764.660608933551,763.435621696636,764.430585096449,765.006889208639,766.035537144451,767.329290691406,768.311333908717,770.198348260796,769.984054238249,770.198348260796,769.8573678885,767.752645597941
