# generated by Yan Jiaxu's group.

536 atoms
2 atom types

  0.000   0.246 xlo xhi
  0.000   0.246 ylo yhi
 -0.335   0.000 zlo zhi
  0.142   0.000   0.000 xy xz yz
  Masses

1 12.011
2 12.011
Atoms

214 1  -0.123   0.213   0.000
215 1   0.000   0.426   0.000
216 1   0.123   0.639   0.000
217 1   0.246   0.852   0.000
218 1   0.369   1.065   0.000
219 1   0.492   1.278   0.000
220 1  -0.984  -0.852   0.000
221 1  -0.861  -0.639   0.000
222 1  -0.738  -0.426   0.000
223 1  -0.615  -0.213   0.000
224 1  -0.492   0.000   0.000
225 1  -0.369   0.213   0.000
226 1  -0.246   0.426   0.000
227 1  -0.123   0.639   0.000
228 1   0.000   0.852   0.000
229 1   0.123   1.065   0.000
230 1   0.246   1.278   0.000
231 1  -1.230  -0.852   0.000
232 1  -1.107  -0.639   0.000
233 1  -0.984  -0.426   0.000
234 1  -0.861  -0.213   0.000
235 1  -0.738   0.000   0.000
236 1  -0.615   0.213   0.000
237 1  -0.492   0.426   0.000
238 1  -0.369   0.639   0.000
239 1  -0.246   0.852   0.000
240 1  -0.123   1.065   0.000
241 1   0.000   1.278   0.000
242 1   0.123   1.491   0.000
243 1  -1.353  -0.639   0.000
244 1  -1.230  -0.426   0.000
245 1  -1.107  -0.213   0.000
246 1  -0.984   0.000   0.000
247 1  -0.861   0.213   0.000
248 1  -0.738   0.426   0.000
249 1  -0.615   0.639   0.000
250 1  -0.492   0.852   0.000
251 1  -0.369   1.065   0.000
252 1  -0.246   1.278   0.000
253 1  -0.123   1.491   0.000
254 1  -1.353  -0.213   0.000
255 1  -1.230   0.000   0.000
256 1  -1.107   0.213   0.000
257 1  -0.984   0.426   0.000
258 1  -0.861   0.639   0.000
259 1  -0.738   0.852   0.000
260 1  -0.615   1.065   0.000
261 1  -0.492   1.278   0.000
262 1  -1.476   0.000   0.000
263 1  -1.353   0.213   0.000
264 1  -1.230   0.426   0.000
265 1  -1.107   0.639   0.000
266 1  -0.984   0.852   0.000
267 1  -0.861   1.065   0.000
268 1  -0.738   1.278   0.000
269 2   1.160  -0.913  -0.335
270 2   1.195  -0.669  -0.335
271 2   1.230  -0.426  -0.335
272 2   1.265  -0.182  -0.335
273 2   1.300   0.061  -0.335
274 2   1.335   0.304  -0.335
275 2   1.370   0.548  -0.335
276 2   0.931  -1.004  -0.335
277 2   0.966  -0.761  -0.335
278 2   1.001  -0.517  -0.335
279 2   1.037  -0.274  -0.335
280 2   1.072  -0.030  -0.335
281 2   1.107   0.213  -0.335
282 2   1.142   0.456  -0.335
283 2   1.177   0.700  -0.335
284 2   0.668  -1.339  -0.335
285 2   0.703  -1.095  -0.335
286 2   0.738  -0.852  -0.335
287 2   0.773  -0.609  -0.335
288 2   0.808  -0.365  -0.335
289 2   0.843  -0.122  -0.335
290 2   0.878   0.122  -0.335
291 2   0.914   0.365  -0.335
292 2   0.949   0.609  -0.335
293 2   0.984   0.852  -0.335
294 2   1.019   1.095  -0.335
295 2   0.439  -1.430  -0.335
296 2   0.474  -1.187  -0.335
297 2   0.510  -0.943  -0.335
298 2   0.545  -0.700  -0.335
299 2   0.580  -0.456  -0.335
300 2   0.615  -0.213  -0.335
301 2   0.650   0.030  -0.335
302 2   0.685   0.274  -0.335
303 2   0.720   0.517  -0.335
304 2   0.755   0.761  -0.335
305 2   0.790   1.004  -0.335
306 2   0.826   1.248  -0.335
307 2   0.246  -1.278  -0.335
308 2   0.281  -1.035  -0.335
309 2   0.316  -0.791  -0.335
310 2   0.351  -0.548  -0.335
311 2   0.387  -0.304  -0.335
312 2   0.422  -0.061  -0.335
313 2   0.457   0.183  -0.335
314 2   0.492   0.426  -0.335
315 2   0.527   0.669  -0.335
316 2   0.562   0.913  -0.335
317 2   0.597   1.156  -0.335
318 2   0.018  -1.369  -0.335
319 2   0.053  -1.126  -0.335
320 2   0.088  -0.882  -0.335
321 2   0.123  -0.639  -0.335
322 2   0.158  -0.396  -0.335
323 2   0.193  -0.152  -0.335
324 2   0.228   0.091  -0.335
325 2   0.263   0.335  -0.335
326 2   0.299   0.578  -0.335
327 2   0.334   0.822  -0.335
328 2   0.369   1.065  -0.335
329 2   0.404   1.308  -0.335
330 2  -0.211  -1.461  -0.335
331 2  -0.176  -1.217  -0.335
332 2  -0.140  -0.974  -0.335
333 2  -0.105  -0.730  -0.335
334 2  -0.070  -0.487  -0.335
335 2  -0.035  -0.243  -0.335
336 2   0.000   0.000  -0.335
337 2   0.035   0.243  -0.335
338 2   0.070   0.487  -0.335
339 2   0.105   0.730  -0.335
340 2   0.140   0.974  -0.335
341 2   0.176   1.217  -0.335
342 2   0.211   1.461  -0.335
343 2  -0.404  -1.308  -0.335
344 2  -0.369  -1.065  -0.335
345 2  -0.334  -0.822  -0.335
346 2  -0.299  -0.578  -0.335
347 2  -0.263  -0.335  -0.335
348 2  -0.228  -0.091  -0.335
349 2  -0.193   0.152  -0.335
350 2  -0.158   0.396  -0.335
351 2  -0.123   0.639  -0.335
352 2  -0.088   0.882  -0.335
353 2  -0.053   1.126  -0.335
354 2  -0.018   1.369  -0.335
355 2  -0.597  -1.156  -0.335
356 2  -0.562  -0.913  -0.335
357 2  -0.527  -0.669  -0.335
358 2  -0.492  -0.426  -0.335
359 2  -0.457  -0.183  -0.335
360 2  -0.422   0.061  -0.335
361 2  -0.387   0.304  -0.335
362 2  -0.351   0.548  -0.335
363 2  -0.316   0.791  -0.335
364 2  -0.281   1.035  -0.335
365 2  -0.246   1.278  -0.335
366 2  -0.790  -1.004  -0.335
367 2  -0.755  -0.761  -0.335
368 2  -0.720  -0.517  -0.335
369 2  -0.685  -0.274  -0.335
370 2  -0.650  -0.030  -0.335
371 2  -0.615   0.213  -0.335
372 2  -0.580   0.456  -0.335
373 2  -0.545   0.700  -0.335
374 2  -0.510   0.943  -0.335
375 2  -0.474   1.187  -0.335
376 2  -0.984  -0.852  -0.335
377 2  -0.949  -0.609  -0.335
378 2  -0.914  -0.365  -0.335
379 2  -0.878  -0.122  -0.335
380 2  -0.843   0.122  -0.335
381 2  -0.808   0.365  -0.335
382 2  -0.773   0.609  -0.335
383 2  -0.738   0.852  -0.335
384 2  -0.703   1.095  -0.335
385 2  -1.177  -0.700  -0.335
386 2  -1.142  -0.456  -0.335
387 2  -1.107  -0.213  -0.335
388 2  -1.072   0.030  -0.335
389 2  -1.037   0.274  -0.335
390 2  -1.001   0.517  -0.335
391 2  -0.966   0.761  -0.335
392 2  -0.931   1.004  -0.335
393 2  -1.370  -0.548  -0.335
394 2  -1.335  -0.304  -0.335
395 2  -1.300  -0.061  -0.335
396 2  -1.265   0.182  -0.335
397 2  -1.230   0.426  -0.335
398 2  -1.195   0.669  -0.335
399 2  -1.160   0.913  -0.335
400 2  -1.493   0.091  -0.335
401 2  -1.458   0.335  -0.335
402 2   1.247  -0.801  -0.335
403 2   1.282  -0.558  -0.335
404 2   1.318  -0.314  -0.335
405 2   1.353  -0.071  -0.335
406 2   1.388   0.173  -0.335
407 2   1.423   0.416  -0.335
408 2   1.019  -0.893  -0.335
409 2   1.054  -0.649  -0.335
410 2   1.089  -0.406  -0.335
411 2   1.124  -0.162  -0.335
412 2   1.159   0.081  -0.335
413 2   1.195   0.325  -0.335
414 2   1.230   0.568  -0.335
415 2   0.755  -1.227  -0.335
416 2   0.791  -0.984  -0.335
417 2   0.826  -0.740  -0.335
418 2   0.861  -0.497  -0.335
419 2   0.896  -0.254  -0.335
420 2   0.931  -0.010  -0.335
421 2   0.966   0.233  -0.335
422 2   1.001   0.477  -0.335
423 2   1.036   0.720  -0.335
424 2   1.072   0.964  -0.335
425 2   0.527  -1.319  -0.335
426 2   0.562  -1.075  -0.335
427 2   0.597  -0.832  -0.335
428 2   0.632  -0.588  -0.335
429 2   0.668  -0.345  -0.335
430 2   0.703  -0.101  -0.335
431 2   0.738   0.142  -0.335
432 2   0.773   0.385  -0.335
433 2   0.808   0.629  -0.335
434 2   0.843   0.872  -0.335
435 2   0.878   1.116  -0.335
436 2   0.299  -1.410  -0.335
437 2   0.334  -1.166  -0.335
438 2   0.369  -0.923  -0.335
439 2   0.404  -0.680  -0.335
440 2   0.439  -0.436  -0.335
441 2   0.474  -0.193  -0.335
442 2   0.509   0.051  -0.335
443 2   0.545   0.294  -0.335
444 2   0.580   0.538  -0.335
445 2   0.615   0.781  -0.335
446 2   0.650   1.024  -0.335
447 2   0.685   1.268  -0.335
448 2   0.105  -1.258  -0.335
449 2   0.141  -1.014  -0.335
450 2   0.176  -0.771  -0.335
451 2   0.211  -0.527  -0.335
452 2   0.246  -0.284  -0.335
453 2   0.281  -0.041  -0.335
454 2   0.316   0.203  -0.335
455 2   0.351   0.446  -0.335
456 2   0.386   0.690  -0.335
457 2   0.422   0.933  -0.335
458 2   0.457   1.177  -0.335
459 2  -0.123  -1.349  -0.335
460 2  -0.088  -1.106  -0.335
461 2  -0.053  -0.862  -0.335
462 2  -0.018  -0.619  -0.335
463 2   0.018  -0.375  -0.335
464 2   0.053  -0.132  -0.335
465 2   0.088   0.112  -0.335
466 2   0.123   0.355  -0.335
467 2   0.158   0.598  -0.335
468 2   0.193   0.842  -0.335
469 2   0.228   1.085  -0.335
470 2   0.263   1.329  -0.335
471 2  -0.351  -1.440  -0.335
472 2  -0.316  -1.197  -0.335
473 2  -0.281  -0.953  -0.335
474 2  -0.246  -0.710  -0.335
475 2  -0.211  -0.467  -0.335
476 2  -0.176  -0.223  -0.335
477 2  -0.141   0.020  -0.335
478 2  -0.105   0.264  -0.335
479 2  -0.070   0.507  -0.335
480 2  -0.035   0.751  -0.335
481 2  -0.000   0.994  -0.335
482 2   0.035   1.237  -0.335
483 2   0.070   1.481  -0.335
484 2  -0.545  -1.288  -0.335
485 2  -0.509  -1.045  -0.335
486 2  -0.474  -0.801  -0.335
487 2  -0.439  -0.558  -0.335
488 2  -0.404  -0.314  -0.335
489 2  -0.369  -0.071  -0.335
490 2  -0.334   0.172  -0.335
491 2  -0.299   0.416  -0.335
492 2  -0.264   0.659  -0.335
493 2  -0.228   0.903  -0.335
494 2  -0.193   1.146  -0.335
495 2  -0.158   1.390  -0.335
496 2  -0.738  -1.136  -0.335
497 2  -0.703  -0.893  -0.335
498 2  -0.668  -0.649  -0.335
499 2  -0.632  -0.406  -0.335
500 2  -0.597  -0.162  -0.335
501 2  -0.562   0.081  -0.335
502 2  -0.527   0.325  -0.335
503 2  -0.492   0.568  -0.335
504 2  -0.457   0.811  -0.335
505 2  -0.422   1.055  -0.335
506 2  -0.387   1.298  -0.335
507 2  -0.931  -0.984  -0.335
508 2  -0.896  -0.740  -0.335
509 2  -0.861  -0.497  -0.335
510 2  -0.826  -0.254  -0.335
511 2  -0.791  -0.010  -0.335
512 2  -0.755   0.233  -0.335
513 2  -0.720   0.477  -0.335
514 2  -0.685   0.720  -0.335
515 2  -0.650   0.964  -0.335
516 2  -0.615   1.207  -0.335
517 2  -1.124  -0.832  -0.335
518 2  -1.089  -0.588  -0.335
519 2  -1.054  -0.345  -0.335
520 2  -1.019  -0.101  -0.335
521 2  -0.984   0.142  -0.335
522 2  -0.949   0.385  -0.335
523 2  -0.914   0.629  -0.335
524 2  -0.878   0.872  -0.335
525 2  -0.843   1.116  -0.335
526 2  -1.318  -0.680  -0.335
527 2  -1.282  -0.436  -0.335
528 2  -1.247  -0.193  -0.335
529 2  -1.212   0.051  -0.335
530 2  -1.177   0.294  -0.335
531 2  -1.142   0.538  -0.335
532 2  -1.107   0.781  -0.335
533 2  -1.072   1.024  -0.335
534 2  -1.441  -0.041  -0.335
535 2  -1.405   0.203  -0.335
536 2  -1.370   0.446  -0.335
