x,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5
518.104109,44,47,68,59,67,72,83,99,115,163,164,90.9090909090911,104.237762237762,129.755244755245,130.300699300699,142.559440559441,157.398601398602,172.006993006993,182.293706293706,225.426573426574,258.321678321678,277.664335664336
518.658824,45,55,59,75,82,84,80,81,140,147,179,48.7454545454547,52.5678321678323,63.0475524475526,65.9384615384616,74.3692307692308,78.0139860139863,81.0755244755248,91.7902097902099,126.261538461539,152.946853146853,173.32027972028
519.213528,55,59,60,69,78,75,71,85,122,145,171,21.8848484848486,19.650815850816,19.6405594405596,24.6648018648019,30.4354312354313,26.9673659673662,22.7268065268067,33.3379953379955,62.8867132867135,84.6209790209791,106.367832167832
519.768219,54,50,59,55,70,78,79,93,126,142,174,10.3272727272728,5.48671328671335,-0.46573426573417,6.47972027972031,10.758041958042,4.25874125874141,-3.03916083916073,6.93706293706305,35.302097902098,53.3440559440559,76.8069930069932
520.322898,49,57,57,74,70,76,88,93,128,144,183,14.0727272727273,10.0755244755245,2.7286713286714,11.3832167832168,15.337062937063,9.88811188811201,3.77762237762244,12.5874125874127,43.5076923076924,59.1160839160839,84.6377622377623
520.877564,56,50,53,61,75,80,85,86,130,144,166,33.1212121212122,33.4172494172495,29.2237762237763,39.3752913752914,44.1724941724942,43.8554778554779,43.1771561771563,50.2890442890444,87.5034965034966,101.937062937063,129.86013986014
521.432219,55,58,56,62,68,79,84,90,137,157,177,66.6503496503496,74.8065268065268,81.4871794871795,86.0885780885781,93.7039627039627,105.983682983683,113.214452214452,124.74358974359,167.871794871795,186.249417249417,204.342657342657
521.986861,45,55,52,68,65,83,86,93,133,141,193,100.512820512821,122.004662004662,140.191142191142,149.913752913753,157.90675990676,181.759906759907,209.606060606061,205.128205128205,259.981351981352,278.207459207459,303.997668997669
522.541491,122,147,181,189,202,201,233,242,288,332,344,171.969696969697,214.130536130536,245.825174825175,265.319347319347,275.496503496503,312.480186480186,361.769230769231,349.692307692308,441.282051282051,463.687645687646,505.153846153846
523.096109,257,326,366,385,406,465,525,509,638,641,654,271.69696969697,321.456876456876,371.083916083916,397.522144522145,420.212121212121,469.354312354312,534.990675990676,526.927738927739,636.494172494173,654.965034965035,717.939393939394
523.650715,424,495,592,606,637,748,853,845,974,1003,1080,352.871794871795,411.13986013986,472.785547785548,503.337995337995,529.585081585082,591.95337995338,668.909090909091,659.578088578089,774.95337995338,799.421911421911,879.030303030303
524.205308,360,431,492,564,578,629,762,683,817,843,996,410.030303030303,461.613053613054,528.671328671329,567.389277389277,592.801864801865,658.759906759907,740.850815850816,733.897435897436,847.370629370629,873.83682983683,963.986013986014
524.759889,553,617,685,739,779,846,913,956,1155,1182,1307,429.051282051282,474.692307692308,538.601398601399,576.862470862471,601.95337995338,665.545454545455,743.641025641026,742.027972027972,845.738927738928,876.083916083916,970.820512820513
525.314458,480,467,528,555,607,656,693,737,734,739,835,405.125874125874,440.731934731935,490.130536130536,531.128205128205,548.547785547786,606.960372960373,671.235431235431,676.592074592075,768.121212121212,790.862470862471,893.086247086247
525.869014,276,302,323,340,322,374,407,394,425,494,544,354.717948717949,378.491841491841,410.221445221445,448.426573426573,465.174825174825,505.158508158508,552.687645687646,568.421911421911,632.874125874126,660.748251748252,751.820512820513
526.423558,245,233,242,294,284,291,327,356,404,412,480,295.477855477855,308.321678321678,323.058275058275,355.412587412587,369.219114219114,393.659673659674,425.097902097902,447.867132867133,496.142191142191,517.88344988345,594.123543123543
526.97809,200,242,243,248,270,290,312,333,388,405,475,247.648018648019,254.083916083916,261.69696969697,283.156177156177,293.857808857809,312.601398601399,334.841491841492,365.701631701632,403.601398601399,420.347319347319,482.480186480186
527.532609,205,217,206,248,252,273,297,317,387,373,445,189.100233100233,193.328671328671,190.729603729604,211.090909090909,216.916083916084,225.81351981352,249.270396270396,267.247086247086,304.955710955711,312.682983682984,375.214452214452
528.087116,209,209,206,218,256,251,278,305,321,361,401,172.261072261072,174.263403263403,168.997668997669,190.997668997669,193.20979020979,200.526806526807,220.811188811189,239.895104895105,294.081585081585,299.923076923077,358.60372960373
528.641611,182,158,172,183,174,179,200,222,279,261,347,175.195804195804,164.636363636364,161.375291375291,181.079254079254,187.095571095571,194.335664335664,210.888111888112,233.202797202797,279.731934731935,280.783216783217,336.888111888112
529.196093,151,144,139,153,146,153,161,182,236,235,281,163.652680652681,147.634032634033,146.153846153846,159.643356643357,162.424242424242,176.181818181818,183.184149184149,200.512820512821,241.675990675991,250.165501165501,299.102564102564
529.750563,148,123,111,134,132,147,148,149,194,196,240,156.967365967366,131.172494172494,129.317016317016,145.629370629371,143.438228438228,152.34965034965,157.764568764569,174.566433566434,207.615384615385,220.920745920746,265.575757575758
530.305021,152,110,117,135,121,146,142,165,171,216,228,144.822843822844,121.592074592075,121.988344988345,129.876456876457,128.925407925408,137.526806526807,139.165501165501,154.624708624709,184.104895104895,202.377622377622,243.146853146853
530.859466,147,126,123,124,134,144,147,160,185,206,253,136.689976689977,114.459207459207,114.629370629371,123.599067599068,120.198135198135,128.358974358974,128.773892773893,143.135198135198,170.727272727273,190.678321678322,227.762237762238
531.413898,131,122,123,125,135,142,125,143,175,200,246,137.715617715618,115.792540792541,113.317016317016,118.454545454545,123.843822843823,128.037296037296,128.128205128205,143.254079254079,165.4662004662,194.293706293706,227.09324009324
531.968318,153,141,133,146,151,127,157,173,186,219,259,144.680652680653,125.480186480186,123.072261072261,125.470862470862,135.862470862471,140.16317016317,139.202797202797,156.361305361305,177.291375291375,209.899766899767,245.780885780886
532.522726,138,130,140,126,139,155,152,167,206,228,258,152.797202797203,142.785547785548,132.990675990676,140.594405594406,146.932400932401,152.827505827506,157.130536130536,168.710955710956,189.407925407925,224.081585081585,258.009324009324
533.077121,170,147,137,161,166,169,176,193,214,255,287,147.811188811189,144.594405594406,132.25641025641,141.456876456876,150.561771561771,156.002331002331,161.622377622378,168.827505827506,212.745920745921,244.692307692308,291.034965034965
533.631504,204,197,178,186,216,236,235,251,301,337,390,211.839160839161,213.643356643357,213.543123543124,233.878787878788,257.382284382284,273.130536130536,282.631701631702,307.240093240093,358.986013986014,397.736596736597,444.843822843823
534.185874,234,262,254,290,302,339,350,364,403,455,493,283.482517482517,294.613053613054,302.365967365967,336.899766899767,365.885780885781,397.946386946387,421.361305361305,452.13986013986,510.983682983683,551.918414918415,600.899766899767
534.740232,269,292,287,343,343,372,419,419,491,526,580,334.822843822844,355.016317016317,373.072261072261,420.386946386946,451.969696969697,495.529137529137,527.850815850816,563.804195804196,622.501165501166,668.452214452214,717.412587412587
535.294577,339,355,419,440,522,550,570,649,788,826,930,366.962703962704,394.20979020979,418.911421911422,468.678321678322,504.09324009324,545.634032634033,588.298368298368,627.370629370629,676.983682983683,723.013986013986,779.027972027972
535.84891,657,692,766,854,940,1020,1086,1194,1192,1254,1272,372.622377622378,396.759906759907,429.960372960373,472.568764568765,514.620046620047,550.146853146853,596.981351981352,635.997668997669,681.212121212121,723.703962703963,780.710955710956
536.40323,354,388,400,461,440,498,579,561,589,630,669,355.911421911422,370.794871794872,413.240093240093,452.678321678322,486.58041958042,517.759906759907,564.065268065268,596.65034965035,640.090909090909,681.249417249417,730.037296037296
536.957538,247,255,293,313,341,343,372,393,403,457,510,326.009324009324,328.324009324009,371.459207459207,397.125874125874,426.634032634033,458.44055944056,498.414918414918,522.561771561771,558.757575757576,600.109557109557,644.410256410256
537.511833,246,244,275,259,310,309,321,339,384,407,492,282.979020979021,282.456876456876,320.990675990676,342.149184149184,361.731934731935,399.104895104895,413.678321678322,437.445221445221,471.778554778555,513.11655011655,559.769230769231
538.066115,270,242,293,324,360,382,405,418,513,567,601,267.967365967366,271.230769230769,303.862470862471,321.170163170163,347.158508158508,373.463869463869,396.808857808858,413.37296037296,474.265734265734,531.937062937063,591.540792540792
538.620385,325,346,420,477,473,559,572,586,707,782,826,330.121212121212,349.055944055944,399.948717948718,443.470862470862,491.027972027972,539.734265734266,561.051282051282,588.871794871795,722.822843822844,806.160839160839,887.79254079254
539.174642,459,506,565,629,710,798,822,883,1000,1103,1221,545.414918414918,606.216783216783,704.263403263403,814.037296037296,904.773892773893,985.440559440559,1039.79020979021,1101.69696969697,1306.16317016317,1427.68065268065,1546.68531468531
