wavelength:cm-1,532.143005
X	Y
60.775025	588.000000
61.224870	607.000000
61.674680	600.000000
62.124455	596.000000
62.574194	602.000000
63.023898	602.000000
63.473566	597.000000
63.923199	587.000000
64.372797	578.000000
64.822359	600.000000
65.271886	585.000000
65.721378	585.000000
66.170834	588.000000
66.620255	602.000000
67.069641	607.000000
67.518991	588.000000
67.968306	598.000000
68.417586	609.000000
68.866830	615.000000
69.316039	615.000000
69.765212	626.000000
70.214350	619.000000
70.663453	618.000000
71.112521	618.000000
71.561553	640.000000
72.010550	628.000000
72.459511	639.000000
72.908437	653.000000
73.357328	679.000000
73.806184	684.000000
74.255004	678.000000
74.703789	711.000000
75.152539	762.000000
75.601253	753.000000
76.049932	772.000000
76.498576	781.000000
76.947184	846.000000
77.395757	858.000000
77.844295	866.000000
78.292798	867.000000
78.741265	893.000000
79.189697	870.000000
79.638094	855.000000
80.086455	837.000000
80.534781	830.000000
80.983072	824.000000
81.431328	775.000000
81.879548	751.000000
82.327733	744.000000
82.775883	714.000000
83.223997	697.000000
83.672077	659.000000
84.120121	651.000000
84.568129	629.000000
85.016103	624.000000
85.464041	610.000000
85.911944	613.000000
86.359812	619.000000
86.807644	594.000000
87.255442	596.000000
87.703204	603.000000
88.150931	595.000000
88.598622	586.000000
89.046278	602.000000
89.493900	581.000000
89.941485	592.000000
90.389036	593.000000
90.836552	583.000000
91.284032	587.000000
91.731477	601.000000
92.178887	602.000000
92.626261	589.000000
93.073600	581.000000
93.520905	577.000000
93.968174	585.000000
94.415407	582.000000
94.862606	564.000000
95.309769	567.000000
95.756897	579.000000
96.203990	579.000000
96.651048	585.000000
97.098071	570.000000
97.545058	578.000000
97.992010	586.000000
98.438928	579.000000
98.885809	565.000000
99.332656	557.000000
99.779468	576.000000
100.226244	557.000000
100.672985	579.000000
101.119691	575.000000
101.566362	556.000000
102.012998	565.000000
102.459598	586.000000
102.906164	590.000000
103.352694	582.000000
103.799189	582.000000
104.245649	592.000000
104.692074	588.000000
105.138464	600.000000
105.584818	592.000000
106.031138	565.000000
106.477422	581.000000
106.923671	612.000000
107.369885	582.000000
107.816064	591.000000
108.262208	608.000000
108.708316	597.000000
109.154390	599.000000
109.600428	596.000000
110.046431	622.000000
110.492400	595.000000
110.938333	608.000000
111.384231	618.000000
111.830093	615.000000
112.275921	600.000000
112.721714	604.000000
113.167471	617.000000
113.613194	606.000000
114.058881	610.000000
114.504534	624.000000
114.950151	627.000000
115.395733	598.000000
115.841280	627.000000
116.286792	610.000000
116.732269	642.000000
117.177710	622.000000
117.623117	623.000000
118.068489	630.000000
118.513825	648.000000
118.959127	648.000000
119.404393	627.000000
119.849625	637.000000
120.294821	648.000000
120.739982	646.000000
121.185109	638.000000
121.630200	648.000000
122.075256	679.000000
122.520277	683.000000
122.965263	641.000000
123.410214	659.000000
123.855130	690.000000
124.300011	694.000000
124.744857	697.000000
125.189668	691.000000
125.634444	697.000000
126.079184	702.000000
126.523890	705.000000
126.968561	739.000000
127.413197	721.000000
127.857798	709.000000
128.302363	694.000000
128.746894	707.000000
129.191390	704.000000
129.635850	686.000000
130.080276	697.000000
130.524667	696.000000
130.969023	665.000000
131.413343	672.000000
131.857629	642.000000
132.301880	643.000000
132.746095	631.000000
133.190276	639.000000
133.634422	660.000000
134.078533	636.000000
134.522609	635.000000
134.966649	624.000000
135.410655	630.000000
135.854626	624.000000
136.298562	611.000000
136.742463	622.000000
137.186329	616.000000
137.630160	615.000000
138.073956	611.000000
138.517717	627.000000
138.961443	612.000000
139.405135	583.000000
139.848791	622.000000
140.292412	599.000000
140.735999	593.000000
141.179550	588.000000
141.623067	594.000000
142.066548	589.000000
142.509995	594.000000
142.953406	594.000000
143.396783	587.000000
