wavelength:cm-1,532.143005
X	Y
60.775025	574.000000
61.224870	591.000000
61.674680	609.000000
62.124455	572.000000
62.574194	588.000000
63.023898	592.000000
63.473566	575.000000
63.923199	589.000000
64.372797	597.000000
64.822359	593.000000
65.271886	588.000000
65.721378	601.000000
66.170834	600.000000
66.620255	606.000000
67.069641	618.000000
67.518991	610.000000
67.968306	605.000000
68.417586	610.000000
68.866830	607.000000
69.316039	616.000000
69.765212	613.000000
70.214350	635.000000
70.663453	624.000000
71.112521	630.000000
71.561553	622.000000
72.010550	644.000000
72.459511	668.000000
72.908437	678.000000
73.357328	684.000000
73.806184	699.000000
74.255004	693.000000
74.703789	767.000000
75.152539	763.000000
75.601253	768.000000
76.049932	819.000000
76.498576	838.000000
76.947184	876.000000
77.395757	919.000000
77.844295	896.000000
78.292798	922.000000
78.741265	905.000000
79.189697	916.000000
79.638094	898.000000
80.086455	873.000000
80.534781	822.000000
80.983072	824.000000
81.431328	790.000000
81.879548	753.000000
82.327733	746.000000
82.775883	715.000000
83.223997	676.000000
83.672077	661.000000
84.120121	652.000000
84.568129	639.000000
85.016103	633.000000
85.464041	633.000000
85.911944	621.000000
86.359812	622.000000
86.807644	607.000000
87.255442	603.000000
87.703204	591.000000
88.150931	599.000000
88.598622	569.000000
89.046278	601.000000
89.493900	601.000000
89.941485	617.000000
90.389036	580.000000
90.836552	591.000000
91.284032	577.000000
91.731477	592.000000
92.178887	583.000000
92.626261	580.000000
93.073600	574.000000
93.520905	585.000000
93.968174	568.000000
94.415407	593.000000
94.862606	572.000000
95.309769	585.000000
95.756897	571.000000
96.203990	564.000000
96.651048	578.000000
97.098071	583.000000
97.545058	576.000000
97.992010	571.000000
98.438928	575.000000
98.885809	569.000000
99.332656	570.000000
99.779468	583.000000
100.226244	573.000000
100.672985	591.000000
101.119691	571.000000
101.566362	586.000000
102.012998	577.000000
102.459598	579.000000
102.906164	583.000000
103.352694	584.000000
103.799189	607.000000
104.245649	605.000000
104.692074	574.000000
105.138464	580.000000
105.584818	595.000000
106.031138	587.000000
106.477422	590.000000
106.923671	592.000000
107.369885	592.000000
107.816064	607.000000
108.262208	599.000000
108.708316	600.000000
109.154390	589.000000
109.600428	590.000000
110.046431	604.000000
110.492400	610.000000
110.938333	612.000000
111.384231	601.000000
111.830093	597.000000
112.275921	611.000000
112.721714	608.000000
113.167471	592.000000
113.613194	591.000000
114.058881	615.000000
114.504534	615.000000
114.950151	616.000000
115.395733	612.000000
115.841280	609.000000
116.286792	622.000000
116.732269	606.000000
117.177710	625.000000
117.623117	653.000000
118.068489	615.000000
118.513825	632.000000
118.959127	641.000000
119.404393	659.000000
119.849625	639.000000
120.294821	633.000000
120.739982	664.000000
121.185109	639.000000
121.630200	650.000000
122.075256	671.000000
122.520277	658.000000
122.965263	687.000000
123.410214	676.000000
123.855130	693.000000
124.300011	669.000000
124.744857	711.000000
125.189668	707.000000
125.634444	712.000000
126.079184	697.000000
126.523890	708.000000
126.968561	692.000000
127.413197	702.000000
127.857798	716.000000
128.302363	718.000000
128.746894	720.000000
129.191390	713.000000
129.635850	655.000000
130.080276	687.000000
130.524667	694.000000
130.969023	660.000000
131.413343	676.000000
131.857629	667.000000
132.301880	674.000000
132.746095	631.000000
133.190276	647.000000
133.634422	637.000000
134.078533	630.000000
134.522609	635.000000
134.966649	619.000000
135.410655	616.000000
135.854626	636.000000
136.298562	635.000000
136.742463	620.000000
137.186329	626.000000
137.630160	613.000000
138.073956	607.000000
138.517717	605.000000
138.961443	594.000000
139.405135	608.000000
139.848791	598.000000
140.292412	596.000000
140.735999	611.000000
141.179550	600.000000
141.623067	602.000000
142.066548	590.000000
142.509995	594.000000
142.953406	594.000000
143.396783	576.000000
143.840125	589.000000
144.283432	587.000000
144.726704	581.000000
145.169941	584.000000
145.613143	584.000000
146.056310	586.000000
146.499443	597.000000
146.942540	575.000000
147.385603	585.000000
147.828630	579.000000
148.271623	597.000000
148.714581	580.000000
149.157504	594.000000
149.600392	573.000000
150.043245	565.000000
150.486063	585.000000
150.928847	587.000000
151.371595	575.000000
151.814309	558.000000
152.256987	587.000000
152.699631	578.000000
153.142240	575.000000
153.584814	566.000000
154.027353	551.000000
154.469858	580.000000
154.912327	570.000000
155.354762	584.000000
155.797162	578.000000
156.239527	596.000000
156.681857	588.000000
157.124152	562.000000
157.566412	575.000000
158.008638	552.000000
158.450828	582.000000
158.892984	563.000000
159.335105	573.000000
159.777191	578.000000
160.219242	575.000000
160.661259	569.000000
161.103241	592.000000
161.545187	565.000000
161.987099	565.000000
162.428977	581.000000
162.870819	567.000000
163.312626	575.000000
163.754399	593.000000
164.196137	570.000000
164.637840	583.000000
165.079508	554.000000
165.521142	572.000000
165.962740	568.000000
166.404304	581.000000
166.845833	556.000000
167.287328	579.000000
167.728787	578.000000
168.170212	572.000000
168.611602	569.000000
169.052957	580.000000
169.494277	572.000000
169.935563	572.000000
170.376813	561.000000
170.818029	568.000000
171.259211	571.000000
171.700357	572.000000
172.141469	571.000000
172.582546	588.000000
173.023588	575.000000
173.464595	587.000000
173.905568	576.000000
174.346506	549.000000
174.787409	566.000000
175.228277	575.000000
175.669111	567.000000
176.109910	565.000000
176.550674	567.000000
176.991403	583.000000
177.432098	567.000000
177.872758	585.000000
178.313383	565.000000
178.753973	573.000000
179.194529	578.000000
179.635050	586.000000
180.075536	563.000000
180.515988	574.000000
180.956405	589.000000
181.396787	564.000000
181.837134	564.000000
182.277447	574.000000
182.717725	578.000000
183.157968	574.000000
183.598177	569.000000
184.038350	571.000000
184.478490	577.000000
184.918594	559.000000
185.358664	571.000000
185.798699	578.000000
186.238699	563.000000
186.678665	575.000000
187.118596	573.000000
187.558492	565.000000
187.998354	574.000000
188.438181	580.000000
188.877973	569.000000
189.317731	576.000000
189.757454	582.000000
190.197142	585.000000
190.636796	583.000000
191.076414	574.000000
191.515999	573.000000
191.955548	600.000000
192.395063	570.000000
192.834544	565.000000
193.273989	560.000000
193.713400	578.000000
194.152777	555.000000
194.592118	572.000000
195.031425	567.000000
195.470698	543.000000
195.909936	585.000000
196.349139	576.000000
196.788307	565.000000
197.227441	572.000000
197.666541	572.000000
198.105605	580.000000
198.544635	574.000000
198.983631	599.000000
199.422591	568.000000
199.861518	579.000000
200.300409	586.000000
200.739266	580.000000
201.178089	576.000000
201.616876	577.000000
202.055629	575.000000
202.494348	575.000000
202.933032	559.000000
203.371681	572.000000
203.810296	576.000000
204.248876	577.000000
204.687422	574.000000
205.125933	572.000000
205.564409	565.000000
206.002851	572.000000
206.441258	572.000000
206.879631	578.000000
207.317969	557.000000
207.756273	578.000000
208.194542	575.000000
208.632776	586.000000
209.070976	573.000000
209.509141	582.000000
209.947272	589.000000
210.385368	577.000000
210.823430	567.000000
211.261457	583.000000
211.699449	574.000000
212.137407	594.000000
212.575331	581.000000
213.013220	576.000000
213.451074	576.000000
213.888894	584.000000
214.326679	596.000000
214.764430	600.000000
215.202146	604.000000
215.639828	592.000000
216.077475	585.000000
216.515087	593.000000
216.952666	580.000000
217.390209	608.000000
217.827718	613.000000
218.265193	634.000000
218.702633	602.000000
219.140038	615.000000
219.577410	617.000000
220.014746	618.000000
220.452048	612.000000
220.889316	628.000000
221.326549	613.000000
221.763747	626.000000
222.200911	634.000000
222.638041	628.000000
223.075136	619.000000
223.512197	630.000000
223.949223	639.000000
224.386215	606.000000
224.823172	610.000000
225.260094	636.000000
225.696983	619.000000
226.133836	632.000000
226.570656	629.000000
227.007441	625.000000
227.444191	606.000000
227.880907	622.000000
228.317588	606.000000
228.754235	631.000000
229.190848	592.000000
229.627426	607.000000
230.063970	587.000000
230.500479	596.000000
230.936954	612.000000
231.373394	601.000000
231.809800	601.000000
232.246172	614.000000
232.682509	600.000000
233.118811	574.000000
233.555080	601.000000
233.991313	574.000000
234.427513	583.000000
234.863678	593.000000
235.299808	595.000000
235.735904	598.000000
236.171966	605.000000
236.607993	588.000000
237.043986	592.000000
237.479944	602.000000
237.915869	607.000000
238.351758	612.000000
238.787613	607.000000
239.223434	617.000000
239.659221	627.000000
240.094973	622.000000
240.530691	635.000000
240.966374	622.000000
241.402023	641.000000
241.837637	661.000000
242.273218	658.000000
242.708763	693.000000
243.144275	701.000000
243.579752	712.000000
244.015195	754.000000
244.450603	787.000000
244.885977	830.000000
245.321316	850.000000
245.756622	843.000000
246.191893	914.000000
246.627129	932.000000
247.062331	954.000000
247.497499	967.000000
247.932633	1013.000000
248.367732	1029.000000
248.802796	1034.000000
249.237827	1044.000000
249.672823	1031.000000
250.107785	1060.000000
250.542712	1001.000000
250.977605	980.000000
251.412464	953.000000
251.847289	895.000000
252.282079	886.000000
252.716835	875.000000
253.151556	861.000000
253.586243	828.000000
254.020896	773.000000
254.455515	762.000000
254.890099	751.000000
255.324649	761.000000
255.759165	723.000000
256.193646	729.000000
256.628093	710.000000
257.062506	704.000000
257.496884	685.000000
257.931229	664.000000
258.365538	697.000000
258.799814	676.000000
259.234055	663.000000
259.668262	656.000000
260.102435	664.000000
260.536574	688.000000
260.970678	671.000000
261.404748	666.000000
261.838783	708.000000
262.272785	679.000000
262.706752	694.000000
263.140685	696.000000
263.574584	682.000000
264.008448	704.000000
264.442278	689.000000
264.876074	729.000000
265.309835	716.000000
265.743563	725.000000
266.177256	753.000000
266.610915	765.000000
267.044539	783.000000
267.478130	810.000000
267.911686	805.000000
268.345208	819.000000
268.778696	831.000000
269.212149	871.000000
269.645568	870.000000
270.078953	886.000000
270.512304	914.000000
270.945621	918.000000
271.378903	947.000000
271.812151	966.000000
272.245365	989.000000
272.678545	967.000000
273.111690	958.000000
273.544802	977.000000
273.977879	984.000000
274.410922	936.000000
274.843931	932.000000
275.276905	930.000000
275.709845	872.000000
276.142752	848.000000
276.575624	861.000000
277.008461	843.000000
277.441265	811.000000
277.874034	773.000000
278.306770	764.000000
278.739471	761.000000
279.172138	759.000000
279.604770	735.000000
280.037369	737.000000
280.469933	718.000000
280.902464	680.000000
281.334960	672.000000
281.767422	677.000000
282.199849	650.000000
282.632243	647.000000
283.064602	646.000000
283.496928	638.000000
283.929219	630.000000
284.361476	652.000000
284.793699	640.000000
285.225888	630.000000
285.658042	635.000000
286.090163	622.000000
286.522249	642.000000
286.954301	633.000000
287.386319	612.000000
287.818303	602.000000
288.250253	629.000000
288.682169	615.000000
289.114050	611.000000
289.545898	610.000000
289.977711	611.000000
290.409491	603.000000
290.841236	611.000000
291.272947	602.000000
291.704624	588.000000
292.136267	599.000000
292.567875	605.000000
292.999450	601.000000
293.430991	611.000000
293.862497	606.000000
294.293969	599.000000
294.725408	603.000000
295.156812	591.000000
295.588182	606.000000
296.019518	583.000000
296.450820	594.000000
296.882088	617.000000
297.313322	609.000000
297.744522	589.000000
298.175687	602.000000
298.606819	612.000000
299.037917	577.000000
299.468980	594.000000
299.900010	599.000000
300.331005	613.000000
300.761966	590.000000
301.192894	596.000000
301.623787	587.000000
302.054646	579.000000
302.485471	599.000000
302.916263	601.000000
303.347020	575.000000
303.777743	593.000000
304.208432	594.000000
304.639087	592.000000
305.069708	577.000000
305.500295	580.000000
305.930848	577.000000
306.361367	599.000000
306.791852	568.000000
307.222302	593.000000
307.652719	583.000000
308.083102	587.000000
308.513451	593.000000
308.943766	602.000000
309.374047	594.000000
309.804294	580.000000
310.234506	578.000000
310.664685	590.000000
311.094830	584.000000
311.524941	570.000000
311.955018	590.000000
312.385061	569.000000
312.815070	569.000000
313.245045	567.000000
313.674986	572.000000
314.104892	584.000000
314.534765	575.000000
314.964604	586.000000
315.394410	581.000000
315.824181	594.000000
316.253918	570.000000
316.683621	578.000000
317.113290	586.000000
317.542925	576.000000
317.972527	579.000000
318.402094	571.000000
318.831627	579.000000
319.261127	581.000000
319.690592	568.000000
320.120024	582.000000
320.549421	573.000000
320.978785	573.000000
321.408115	571.000000
321.837411	579.000000
322.266672	573.000000
322.695900	563.000000
323.125094	564.000000
323.554254	575.000000
323.983381	571.000000
324.412473	575.000000
324.841531	586.000000
325.270556	571.000000
325.699546	567.000000
326.128503	572.000000
326.557425	567.000000
326.986314	579.000000
327.415169	561.000000
327.843990	579.000000
328.272777	572.000000
328.701530	557.000000
329.130249	565.000000
329.558935	577.000000
329.987586	578.000000
330.416204	566.000000
330.844788	563.000000
331.273337	578.000000
331.701853	576.000000
332.130336	561.000000
332.558784	574.000000
332.987198	584.000000
333.415579	571.000000
333.843925	577.000000
334.272238	573.000000
334.700517	573.000000
335.128762	579.000000
335.556973	575.000000
335.985150	576.000000
336.413294	569.000000
336.841404	570.000000
337.269479	585.000000
337.697521	595.000000
338.125529	564.000000
338.553504	579.000000
338.981444	576.000000
339.409351	584.000000
339.837223	563.000000
340.265062	596.000000
340.692867	581.000000
341.120638	575.000000
341.548376	596.000000
341.976080	563.000000
342.403749	568.000000
342.831385	575.000000
343.258987	591.000000
343.686556	594.000000
344.114090	571.000000
344.541591	560.000000
