wavelength:cm-1,532.143005
X	Y
60.775025	668.000000
61.224870	670.000000
61.674680	656.000000
62.124455	668.000000
62.574194	669.000000
63.023898	688.000000
63.473566	651.000000
63.923199	669.000000
64.372797	681.000000
64.822359	697.000000
65.271886	695.000000
65.721378	695.000000
66.170834	667.000000
66.620255	668.000000
67.069641	665.000000
67.518991	694.000000
67.968306	686.000000
68.417586	703.000000
68.866830	699.000000
69.316039	690.000000
69.765212	697.000000
70.214350	709.000000
70.663453	717.000000
71.112521	737.000000
71.561553	732.000000
72.010550	747.000000
72.459511	764.000000
72.908437	774.000000
73.357328	767.000000
73.806184	787.000000
74.255004	805.000000
74.703789	797.000000
75.152539	851.000000
75.601253	874.000000
76.049932	889.000000
76.498576	931.000000
76.947184	954.000000
77.395757	932.000000
77.844295	971.000000
78.292798	968.000000
78.741265	985.000000
79.189697	996.000000
79.638094	960.000000
80.086455	947.000000
80.534781	905.000000
80.983072	887.000000
81.431328	853.000000
81.879548	829.000000
82.327733	780.000000
82.775883	793.000000
83.223997	777.000000
83.672077	756.000000
84.120121	741.000000
84.568129	723.000000
85.016103	717.000000
85.464041	683.000000
85.911944	705.000000
86.359812	710.000000
86.807644	668.000000
87.255442	670.000000
87.703204	680.000000
88.150931	674.000000
88.598622	667.000000
89.046278	687.000000
89.493900	665.000000
89.941485	679.000000
90.389036	719.000000
90.836552	667.000000
91.284032	682.000000
91.731477	709.000000
92.178887	678.000000
92.626261	655.000000
93.073600	658.000000
93.520905	676.000000
93.968174	680.000000
94.415407	671.000000
94.862606	653.000000
95.309769	672.000000
95.756897	654.000000
96.203990	664.000000
96.651048	644.000000
97.098071	690.000000
97.545058	658.000000
97.992010	658.000000
98.438928	684.000000
98.885809	665.000000
99.332656	663.000000
99.779468	690.000000
100.226244	655.000000
100.672985	670.000000
101.119691	664.000000
101.566362	683.000000
102.012998	667.000000
102.459598	657.000000
102.906164	655.000000
103.352694	675.000000
103.799189	686.000000
104.245649	679.000000
104.692074	658.000000
105.138464	673.000000
105.584818	657.000000
106.031138	655.000000
106.477422	658.000000
106.923671	690.000000
107.369885	670.000000
107.816064	688.000000
108.262208	673.000000
108.708316	672.000000
109.154390	673.000000
109.600428	680.000000
110.046431	674.000000
110.492400	654.000000
110.938333	687.000000
111.384231	693.000000
111.830093	673.000000
112.275921	670.000000
112.721714	692.000000
113.167471	688.000000
113.613194	690.000000
114.058881	697.000000
114.504534	693.000000
114.950151	685.000000
115.395733	687.000000
115.841280	699.000000
116.286792	685.000000
116.732269	697.000000
117.177710	696.000000
117.623117	715.000000
118.068489	699.000000
118.513825	703.000000
118.959127	704.000000
119.404393	735.000000
119.849625	741.000000
120.294821	739.000000
