wavelength:cm-1,532.143005
X	Y
60.775025	598.000000
61.224870	585.000000
61.674680	599.000000
62.124455	597.000000
62.574194	606.000000
63.023898	596.000000
63.473566	609.000000
63.923199	619.000000
64.372797	631.000000
64.822359	605.000000
65.271886	617.000000
65.721378	602.000000
66.170834	612.000000
66.620255	587.000000
67.069641	607.000000
67.518991	612.000000
67.968306	600.000000
68.417586	621.000000
68.866830	633.000000
69.316039	626.000000
69.765212	657.000000
70.214350	645.000000
70.663453	647.000000
71.112521	648.000000
71.561553	670.000000
72.010550	662.000000
72.459511	674.000000
72.908437	703.000000
73.357328	694.000000
73.806184	717.000000
74.255004	753.000000
74.703789	780.000000
75.152539	815.000000
75.601253	819.000000
76.049932	848.000000
76.498576	854.000000
76.947184	911.000000
77.395757	937.000000
77.844295	956.000000
78.292798	997.000000
78.741265	995.000000
79.189697	1010.000000
79.638094	1036.000000
80.086455	1011.000000
80.534781	1004.000000
80.983072	983.000000
81.431328	912.000000
81.879548	856.000000
82.327733	856.000000
82.775883	813.000000
83.223997	785.000000
83.672077	754.000000
84.120121	726.000000
84.568129	696.000000
85.016103	657.000000
85.464041	647.000000
85.911944	645.000000
86.359812	637.000000
86.807644	632.000000
87.255442	623.000000
87.703204	614.000000
88.150931	604.000000
88.598622	620.000000
89.046278	608.000000
89.493900	585.000000
89.941485	594.000000
90.389036	589.000000
90.836552	587.000000
91.284032	590.000000
91.731477	605.000000
92.178887	584.000000
92.626261	598.000000
93.073600	586.000000
93.520905	560.000000
93.968174	572.000000
94.415407	606.000000
94.862606	583.000000
95.309769	595.000000
95.756897	600.000000
96.203990	575.000000
96.651048	612.000000
97.098071	598.000000
97.545058	595.000000
97.992010	594.000000
98.438928	596.000000
98.885809	584.000000
99.332656	581.000000
99.779468	602.000000
100.226244	605.000000
100.672985	587.000000
101.119691	577.000000
101.566362	588.000000
102.012998	617.000000
102.459598	615.000000
102.906164	604.000000
103.352694	602.000000
103.799189	597.000000
104.245649	607.000000
104.692074	603.000000
105.138464	596.000000
105.584818	625.000000
106.031138	631.000000
106.477422	612.000000
106.923671	624.000000
107.369885	644.000000
107.816064	637.000000
108.262208	645.000000
108.708316	646.000000
109.154390	645.000000
109.600428	650.000000
110.046431	625.000000
110.492400	659.000000
110.938333	653.000000
111.384231	665.000000
111.830093	642.000000
112.275921	671.000000
112.721714	653.000000
113.167471	669.000000
113.613194	659.000000
114.058881	663.000000
114.504534	668.000000
114.950151	675.000000
115.395733	664.000000
115.841280	681.000000
116.286792	670.000000
116.732269	665.000000
117.177710	692.000000
117.623117	654.000000
118.068489	678.000000
118.513825	665.000000
118.959127	683.000000
119.404393	686.000000
119.849625	692.000000
120.294821	681.000000
120.739982	697.000000
121.185109	685.000000
121.630200	722.000000
122.075256	707.000000
122.520277	705.000000
122.965263	723.000000
123.410214	703.000000
123.855130	722.000000
124.300011	749.000000
124.744857	742.000000
125.189668	758.000000
125.634444	762.000000
126.079184	775.000000
126.523890	790.000000
126.968561	758.000000
127.413197	766.000000
127.857798	762.000000
128.302363	778.000000
128.746894	801.000000
129.191390	769.000000
129.635850	772.000000
130.080276	749.000000
130.524667	745.000000
130.969023	789.000000
131.413343	729.000000
131.857629	726.000000
132.301880	708.000000
132.746095	710.000000
133.190276	690.000000
133.634422	692.000000
134.078533	690.000000
134.522609	675.000000
134.966649	667.000000
135.410655	672.000000
135.854626	651.000000
136.298562	657.000000
136.742463	648.000000
137.186329	635.000000
137.630160	640.000000
138.073956	642.000000
138.517717	633.000000
138.961443	628.000000
139.405135	611.000000
139.848791	618.000000
140.292412	626.000000
140.735999	602.000000
141.179550	635.000000
141.623067	613.000000
142.066548	639.000000
142.509995	604.000000
142.953406	602.000000
143.396783	589.000000
143.840125	627.000000
144.283432	621.000000
144.726704	607.000000
145.169941	602.000000
145.613143	611.000000
146.056310	583.000000
146.499443	577.000000
146.942540	600.000000
147.385603	599.000000
147.828630	600.000000
148.271623	611.000000
148.714581	602.000000
149.157504	599.000000
149.600392	590.000000
150.043245	582.000000
150.486063	592.000000
150.928847	600.000000
151.371595	578.000000
151.814309	591.000000
152.256987	599.000000
152.699631	600.000000
153.142240	574.000000
153.584814	589.000000
154.027353	595.000000
154.469858	579.000000
154.912327	598.000000
155.354762	605.000000
155.797162	583.000000
156.239527	577.000000
156.681857	595.000000
157.124152	596.000000
157.566412	599.000000
158.008638	583.000000
158.450828	606.000000
158.892984	589.000000
159.335105	582.000000
159.777191	583.000000
160.219242	580.000000
160.661259	584.000000
161.103241	575.000000
161.545187	593.000000
161.987099	589.000000
162.428977	600.000000
162.870819	581.000000
163.312626	574.000000
163.754399	581.000000
164.196137	569.000000
164.637840	581.000000
165.079508	577.000000
165.521142	584.000000
165.962740	595.000000
166.404304	586.000000
166.845833	588.000000
167.287328	588.000000
167.728787	582.000000
168.170212	567.000000
168.611602	591.000000
169.052957	585.000000
169.494277	576.000000
169.935563	584.000000
170.376813	596.000000
170.818029	567.000000
171.259211	576.000000
171.700357	594.000000
172.141469	571.000000
172.582546	580.000000
173.023588	568.000000
173.464595	575.000000
173.905568	577.000000
174.346506	586.000000
174.787409	575.000000
175.228277	582.000000
175.669111	585.000000
176.109910	590.000000
176.550674	575.000000
176.991403	583.000000
177.432098	575.000000
177.872758	580.000000
178.313383	582.000000
178.753973	587.000000
179.194529	569.000000
179.635050	574.000000
180.075536	585.000000
180.515988	584.000000
180.956405	583.000000
181.396787	577.000000
181.837134	581.000000
182.277447	571.000000
182.717725	587.000000
183.157968	585.000000
183.598177	582.000000
184.038350	590.000000
184.478490	572.000000
184.918594	585.000000
185.358664	606.000000
185.798699	593.000000
186.238699	581.000000
186.678665	600.000000
187.118596	598.000000
187.558492	583.000000
187.998354	588.000000
188.438181	600.000000
188.877973	601.000000
189.317731	591.000000
189.757454	602.000000
190.197142	588.000000
190.636796	583.000000
191.076414	585.000000
191.515999	582.000000
191.955548	584.000000
192.395063	581.000000
192.834544	591.000000
193.273989	586.000000
193.713400	581.000000
194.152777	580.000000
194.592118	578.000000
195.031425	583.000000
195.470698	598.000000
195.909936	595.000000
196.349139	601.000000
196.788307	585.000000
197.227441	602.000000
197.666541	597.000000
198.105605	593.000000
198.544635	574.000000
198.983631	576.000000
199.422591	597.000000
199.861518	590.000000
200.300409	596.000000
200.739266	587.000000
201.178089	603.000000
201.616876	592.000000
202.055629	589.000000
202.494348	571.000000
202.933032	604.000000
203.371681	588.000000
203.810296	596.000000
204.248876	597.000000
204.687422	607.000000
205.125933	591.000000
205.564409	584.000000
206.002851	578.000000
206.441258	567.000000
206.879631	587.000000
207.317969	594.000000
207.756273	612.000000
208.194542	593.000000
208.632776	584.000000
209.070976	593.000000
209.509141	605.000000
209.947272	621.000000
210.385368	602.000000
210.823430	597.000000
211.261457	616.000000
211.699449	629.000000
212.137407	607.000000
212.575331	617.000000
213.013220	633.000000
213.451074	607.000000
213.888894	638.000000
214.326679	604.000000
214.764430	647.000000
215.202146	663.000000
215.639828	648.000000
216.077475	659.000000
216.515087	656.000000
216.952666	675.000000
217.390209	676.000000
217.827718	700.000000
218.265193	696.000000
218.702633	704.000000
219.140038	720.000000
219.577410	717.000000
220.014746	716.000000
220.452048	732.000000
220.889316	719.000000
221.326549	745.000000
221.763747	725.000000
222.200911	792.000000
222.638041	757.000000
223.075136	748.000000
223.512197	770.000000
223.949223	733.000000
224.386215	740.000000
224.823172	751.000000
225.260094	758.000000
225.696983	740.000000
226.133836	766.000000
226.570656	752.000000
227.007441	732.000000
227.444191	721.000000
227.880907	706.000000
228.317588	715.000000
228.754235	682.000000
229.190848	680.000000
229.627426	660.000000
230.063970	669.000000
230.500479	629.000000
230.936954	679.000000
231.373394	664.000000
231.809800	663.000000
232.246172	641.000000
232.682509	638.000000
233.118811	627.000000
233.555080	637.000000
233.991313	627.000000
234.427513	627.000000
234.863678	616.000000
235.299808	632.000000
235.735904	633.000000
236.171966	636.000000
236.607993	648.000000
237.043986	641.000000
237.479944	661.000000
237.915869	657.000000
238.351758	672.000000
238.787613	679.000000
239.223434	693.000000
239.659221	713.000000
