1 	16 	0.000452 	0.000793 	0.006217
2 	16 	-0.000140 	-0.000238 	0.006137
3 	16 	0.001917 	0.000002 	0.007455
4 	16 	-0.000680 	0.000011 	0.007370
5 	16 	0.002965 	-0.000509 	0.010653
6 	16 	-0.000964 	0.000076 	0.010534
7 	16 	0.003241 	-0.000611 	0.014635
8 	16 	-0.000967 	-0.000033 	0.014558
9 	16 	0.002516 	-0.000244 	0.017994
10 	16 	-0.000754 	-0.000238 	0.018082
11 	16 	0.001205 	0.000432 	0.019841
12 	16 	-0.000465 	-0.000456 	0.020052
13 	16 	-0.000235 	0.001263 	0.019836
14 	16 	-0.000159 	-0.000633 	0.020046
15 	16 	-0.001473 	0.002061 	0.017979
16 	16 	0.000172 	-0.000774 	0.018067
17 	16 	-0.002149 	0.002505 	0.014618
18 	16 	0.000451 	-0.000855 	0.014541
19 	16 	-0.001920 	0.002318 	0.010640
20 	16 	0.000538 	-0.000802 	0.010524
21 	16 	-0.000955 	0.001665 	0.007456
22 	16 	0.000337 	-0.000586 	0.007371
23 	16 	0.000237 	0.002171 	0.008343
24 	16 	0.000028 	-0.000640 	0.008254
25 	16 	0.001750 	0.001295 	0.008338
26 	16 	-0.000568 	-0.000290 	0.008246
27 	16 	0.002967 	0.000517 	0.010646
28 	16 	-0.000968 	-0.000059 	0.010528
29 	16 	0.003515 	0.000007 	0.014278
30 	16 	-0.001046 	0.000005 	0.014189
31 	16 	0.003103 	-0.000079 	0.017914
32 	16 	-0.000872 	-0.000102 	0.017968
33 	16 	0.001944 	0.000284 	0.020469
34 	16 	-0.000603 	-0.000307 	0.020674
35 	16 	0.000570 	0.001001 	0.021418
36 	16 	-0.000303 	-0.000525 	0.021658
37 	16 	-0.000737 	0.001831 	0.020458
38 	16 	0.000035 	-0.000673 	0.020663
39 	16 	-0.001627 	0.002653 	0.017900
40 	16 	0.000343 	-0.000800 	0.017953
41 	16 	-0.001754 	0.003050 	0.014269
42 	16 	0.000517 	-0.000896 	0.014180
43 	16 	-0.001039 	0.002831 	0.010650
44 	16 	0.000422 	-0.000864 	0.010533
45 	16 	-0.000063 	0.002929 	0.011897
46 	16 	0.000226 	-0.000776 	0.011784
47 	16 	0.001299 	0.002266 	0.010803
48 	16 	-0.000302 	-0.000527 	0.010693
49 	16 	0.002565 	0.001413 	0.011887
50 	16 	-0.000791 	-0.000190 	0.011774
51 	16 	0.003247 	0.000623 	0.014636
52 	16 	-0.000975 	0.000042 	0.014558
53 	16 	0.003106 	0.000099 	0.017921
54 	16 	-0.000876 	0.000106 	0.017975
55 	16 	0.002227 	0.000013 	0.020736
